date,time,unit,temperature,condition,species,quadrat,loggertype,rainfall,datetime,elapsed_time
7/25/22, 5:15:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:15:00Z,18.25
7/25/22, 5:17:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:17:00Z,18.283333333333335
7/25/22, 5:19:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:19:00Z,18.316666666666666
7/25/22, 5:21:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:21:00Z,18.35
7/25/22, 5:23:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:23:00Z,18.383333333333333
7/25/22, 5:25:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:25:00Z,18.416666666666668
7/25/22, 5:27:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:27:00Z,18.45
7/25/22, 5:29:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:29:00Z,18.483333333333334
7/25/22, 5:31:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:31:00Z,18.516666666666666
7/25/22, 5:33:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:33:00Z,18.55
7/25/22, 5:35:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:35:00Z,18.583333333333332
7/25/22, 5:37:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:37:00Z,18.616666666666667
7/25/22, 5:39:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:39:00Z,18.65
7/25/22, 5:41:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:41:00Z,18.683333333333334
7/25/22, 5:43:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:43:00Z,18.716666666666665
7/25/22, 5:45:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:45:00Z,18.75
7/25/22, 5:47:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:47:00Z,18.783333333333335
7/25/22, 5:49:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:49:00Z,18.816666666666666
7/25/22, 5:51:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:51:00Z,18.85
7/25/22, 5:53:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:53:00Z,18.883333333333333
7/25/22, 5:55:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:55:00Z,18.916666666666668
7/25/22, 5:57:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:57:00Z,18.95
7/25/22, 5:59:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T03:59:00Z,18.983333333333334
7/25/22, 6:01:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T04:01:00Z,19.016666666666666
7/25/22, 6:03:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T04:03:00Z,19.05
7/25/22, 6:05:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T04:05:00Z,19.083333333333332
7/25/22, 6:07:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T04:07:00Z,19.116666666666667
7/25/22, 6:09:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T04:09:00Z,19.15
7/25/22, 6:11:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T04:11:00Z,19.183333333333334
7/25/22, 6:13:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T04:13:00Z,19.216666666666665
7/25/22, 6:15:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T04:15:00Z,19.25
7/25/22, 6:17:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T04:17:00Z,19.283333333333335
7/25/22, 6:19:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T04:19:00Z,19.316666666666666
7/25/22, 6:21:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T04:21:00Z,19.35
7/25/22, 6:23:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T04:23:00Z,19.383333333333333
7/25/22, 6:25:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T04:25:00Z,19.416666666666668
7/25/22, 6:27:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T04:27:00Z,19.45
7/25/22, 6:29:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T04:29:00Z,19.483333333333334
7/25/22, 6:31:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T04:31:00Z,19.516666666666666
7/25/22, 6:33:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T04:33:00Z,19.55
7/25/22, 6:35:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T04:35:00Z,19.583333333333332
7/25/22, 6:37:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T04:37:00Z,19.616666666666667
7/25/22, 6:39:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T04:39:00Z,19.65
7/25/22, 6:41:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T04:41:00Z,19.683333333333334
7/25/22, 6:43:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T04:43:00Z,19.716666666666665
7/25/22, 6:45:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T04:45:00Z,19.75
7/25/22, 6:47:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T04:47:00Z,19.783333333333335
7/25/22, 6:49:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T04:49:00Z,19.816666666666666
7/25/22, 6:51:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T04:51:00Z,19.85
7/25/22, 6:53:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T04:53:00Z,19.883333333333333
7/25/22, 6:55:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T04:55:00Z,19.916666666666668
7/25/22, 6:57:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T04:57:00Z,19.95
7/25/22, 6:59:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T04:59:00Z,19.983333333333334
7/25/22, 7:01:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:01:00Z,20.016666666666666
7/25/22, 7:03:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:03:00Z,20.05
7/25/22, 7:05:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:05:00Z,20.083333333333332
7/25/22, 7:07:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:07:00Z,20.116666666666667
7/25/22, 7:09:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:09:00Z,20.15
7/25/22, 7:11:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:11:00Z,20.183333333333334
7/25/22, 7:13:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:13:00Z,20.216666666666665
7/25/22, 7:15:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:15:00Z,20.25
7/25/22, 7:17:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:17:00Z,20.283333333333335
7/25/22, 7:19:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:19:00Z,20.316666666666666
7/25/22, 7:21:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:21:00Z,20.35
7/25/22, 7:23:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:23:00Z,20.383333333333333
7/25/22, 7:25:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:25:00Z,20.416666666666668
7/25/22, 7:27:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:27:00Z,20.45
7/25/22, 7:29:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:29:00Z,20.483333333333334
7/25/22, 7:31:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:31:00Z,20.516666666666666
7/25/22, 7:33:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:33:00Z,20.55
7/25/22, 7:35:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:35:00Z,20.583333333333332
7/25/22, 7:37:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:37:00Z,20.616666666666667
7/25/22, 7:39:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:39:00Z,20.65
7/25/22, 7:41:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:41:00Z,20.683333333333334
7/25/22, 7:43:00 AM,C,9,B,SP,Q7,iButton,0,2022-07-25T05:43:00Z,20.716666666666665
7/25/22, 7:45:00 AM,C,9,B,SP,Q7,iButton,0,2022-07-25T05:45:00Z,20.75
7/25/22, 7:47:00 AM,C,9,B,SP,Q7,iButton,0,2022-07-25T05:47:00Z,20.783333333333335
7/25/22, 7:49:00 AM,C,9,B,SP,Q7,iButton,0,2022-07-25T05:49:00Z,20.816666666666666
7/25/22, 7:51:00 AM,C,9,B,SP,Q7,iButton,0,2022-07-25T05:51:00Z,20.85
7/25/22, 7:53:00 AM,C,9,B,SP,Q7,iButton,0,2022-07-25T05:53:00Z,20.883333333333333
7/25/22, 7:55:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:55:00Z,20.916666666666668
7/25/22, 7:57:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:57:00Z,20.95
7/25/22, 7:59:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T05:59:00Z,20.983333333333334
7/25/22, 8:01:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T06:01:00Z,21.016666666666666
7/25/22, 8:03:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T06:03:00Z,21.05
7/25/22, 8:05:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T06:05:00Z,21.083333333333332
7/25/22, 8:07:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T06:07:00Z,21.116666666666667
7/25/22, 8:09:00 AM,C,9.5,B,SP,Q7,iButton,0,2022-07-25T06:09:00Z,21.15
7/25/22, 8:11:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T06:11:00Z,21.183333333333334
7/25/22, 8:13:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T06:13:00Z,21.216666666666665
7/25/22, 8:15:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T06:15:00Z,21.25
7/25/22, 8:17:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T06:17:00Z,21.283333333333335
7/25/22, 8:19:00 AM,C,10,B,SP,Q7,iButton,0,2022-07-25T06:19:00Z,21.316666666666666
7/25/22, 8:21:00 AM,C,10.5,B,SP,Q7,iButton,0,2022-07-25T06:21:00Z,21.35
7/25/22, 8:23:00 AM,C,10.5,B,SP,Q7,iButton,0,2022-07-25T06:23:00Z,21.383333333333333
7/25/22, 8:25:00 AM,C,10.5,B,SP,Q7,iButton,0,2022-07-25T06:25:00Z,21.416666666666668
7/25/22, 8:27:00 AM,C,11,B,SP,Q7,iButton,0,2022-07-25T06:27:00Z,21.45
7/25/22, 8:29:00 AM,C,11,B,SP,Q7,iButton,0,2022-07-25T06:29:00Z,21.483333333333334
7/25/22, 8:31:00 AM,C,11,B,SP,Q7,iButton,0,2022-07-25T06:31:00Z,21.516666666666666
7/25/22, 8:33:00 AM,C,11.5,B,SP,Q7,iButton,0,2022-07-25T06:33:00Z,21.55
7/25/22, 8:35:00 AM,C,11.5,B,SP,Q7,iButton,0,2022-07-25T06:35:00Z,21.583333333333332
7/25/22, 8:37:00 AM,C,11.5,B,SP,Q7,iButton,0,2022-07-25T06:37:00Z,21.616666666666667
7/25/22, 8:39:00 AM,C,12,B,SP,Q7,iButton,0,2022-07-25T06:39:00Z,21.65
7/25/22, 8:41:00 AM,C,12,B,SP,Q7,iButton,0,2022-07-25T06:41:00Z,21.683333333333334
7/25/22, 8:43:00 AM,C,12.5,B,SP,Q7,iButton,0,2022-07-25T06:43:00Z,21.716666666666665
7/25/22, 8:45:00 AM,C,12.5,B,SP,Q7,iButton,0,2022-07-25T06:45:00Z,21.75
7/25/22, 8:47:00 AM,C,13,B,SP,Q7,iButton,0,2022-07-25T06:47:00Z,21.783333333333335
7/25/22, 8:49:00 AM,C,13,B,SP,Q7,iButton,0,2022-07-25T06:49:00Z,21.816666666666666
7/25/22, 8:51:00 AM,C,13,B,SP,Q7,iButton,0,2022-07-25T06:51:00Z,21.85
7/25/22, 8:53:00 AM,C,13.5,B,SP,Q7,iButton,0,2022-07-25T06:53:00Z,21.883333333333333
7/25/22, 8:55:00 AM,C,13.5,B,SP,Q7,iButton,0,2022-07-25T06:55:00Z,21.916666666666668
7/25/22, 8:57:00 AM,C,14,B,SP,Q7,iButton,0,2022-07-25T06:57:00Z,21.95
7/25/22, 8:59:00 AM,C,14,B,SP,Q7,iButton,0,2022-07-25T06:59:00Z,21.983333333333334
7/25/22, 9:01:00 AM,C,14.5,B,SP,Q7,iButton,0,2022-07-25T07:01:00Z,22.016666666666666
7/25/22, 9:03:00 AM,C,14.5,B,SP,Q7,iButton,0,2022-07-25T07:03:00Z,22.05
7/25/22, 9:05:00 AM,C,15,B,SP,Q7,iButton,0,2022-07-25T07:05:00Z,22.083333333333332
7/25/22, 9:07:00 AM,C,15.5,B,SP,Q7,iButton,0,2022-07-25T07:07:00Z,22.116666666666667
7/25/22, 9:09:00 AM,C,15.5,B,SP,Q7,iButton,0,2022-07-25T07:09:00Z,22.15
7/25/22, 9:11:00 AM,C,16,B,SP,Q7,iButton,0,2022-07-25T07:11:00Z,22.183333333333334
7/25/22, 9:13:00 AM,C,16,B,SP,Q7,iButton,0,2022-07-25T07:13:00Z,22.216666666666665
7/25/22, 9:15:00 AM,C,16.5,B,SP,Q7,iButton,0,2022-07-25T07:15:00Z,22.25
7/25/22, 9:17:00 AM,C,16.5,B,SP,Q7,iButton,0,2022-07-25T07:17:00Z,22.283333333333335
7/25/22, 9:19:00 AM,C,17,B,SP,Q7,iButton,0,2022-07-25T07:19:00Z,22.316666666666666
7/25/22, 9:21:00 AM,C,17,B,SP,Q7,iButton,0,2022-07-25T07:21:00Z,22.35
7/25/22, 9:23:00 AM,C,17.5,B,SP,Q7,iButton,0,2022-07-25T07:23:00Z,22.383333333333333
7/25/22, 9:25:00 AM,C,18,B,SP,Q7,iButton,0,2022-07-25T07:25:00Z,22.416666666666668
7/25/22, 9:27:00 AM,C,18,B,SP,Q7,iButton,0,2022-07-25T07:27:00Z,22.45
7/25/22, 9:29:00 AM,C,18.5,B,SP,Q7,iButton,0,2022-07-25T07:29:00Z,22.483333333333334
7/25/22, 9:31:00 AM,C,18.5,B,SP,Q7,iButton,0,2022-07-25T07:31:00Z,22.516666666666666
7/25/22, 9:33:00 AM,C,19,B,SP,Q7,iButton,0,2022-07-25T07:33:00Z,22.55
7/25/22, 9:35:00 AM,C,19.5,B,SP,Q7,iButton,0,2022-07-25T07:35:00Z,22.583333333333332
7/25/22, 9:37:00 AM,C,19.5,B,SP,Q7,iButton,0,2022-07-25T07:37:00Z,22.616666666666667
7/25/22, 9:39:00 AM,C,20,B,SP,Q7,iButton,0,2022-07-25T07:39:00Z,22.65
7/25/22, 9:41:00 AM,C,20,B,SP,Q7,iButton,0,2022-07-25T07:41:00Z,22.683333333333334
7/25/22, 9:43:00 AM,C,20.5,B,SP,Q7,iButton,0,2022-07-25T07:43:00Z,22.716666666666665
7/25/22, 9:45:00 AM,C,20.5,B,SP,Q7,iButton,0,2022-07-25T07:45:00Z,22.75
7/25/22, 9:47:00 AM,C,21,B,SP,Q7,iButton,0,2022-07-25T07:47:00Z,22.783333333333335
7/25/22, 9:49:00 AM,C,21.5,B,SP,Q7,iButton,0,2022-07-25T07:49:00Z,22.816666666666666
7/25/22, 9:51:00 AM,C,21.5,B,SP,Q7,iButton,0,2022-07-25T07:51:00Z,22.85
7/25/22, 9:53:00 AM,C,22,B,SP,Q7,iButton,0,2022-07-25T07:53:00Z,22.883333333333333
7/25/22, 9:55:00 AM,C,22,B,SP,Q7,iButton,0,2022-07-25T07:55:00Z,22.916666666666668
7/25/22, 9:57:00 AM,C,22.5,B,SP,Q7,iButton,0,2022-07-25T07:57:00Z,22.95
7/25/22, 9:59:00 AM,C,22.5,B,SP,Q7,iButton,0,2022-07-25T07:59:00Z,22.983333333333334
7/25/22, 10:01:00 AM,C,23,B,SP,Q7,iButton,0,2022-07-25T08:01:00Z,23.016666666666666
7/25/22, 10:03:00 AM,C,23,B,SP,Q7,iButton,0,2022-07-25T08:03:00Z,23.05
7/25/22, 10:05:00 AM,C,23.5,B,SP,Q7,iButton,0,2022-07-25T08:05:00Z,23.083333333333332
7/25/22, 10:07:00 AM,C,24,B,SP,Q7,iButton,0,2022-07-25T08:07:00Z,23.116666666666667
7/25/22, 10:09:00 AM,C,24,B,SP,Q7,iButton,0,2022-07-25T08:09:00Z,23.15
7/25/22, 10:11:00 AM,C,24.5,B,SP,Q7,iButton,0,2022-07-25T08:11:00Z,23.183333333333334
7/25/22, 10:13:00 AM,C,25,B,SP,Q7,iButton,0,2022-07-25T08:13:00Z,23.216666666666665
7/25/22, 10:15:00 AM,C,25,B,SP,Q7,iButton,0,2022-07-25T08:15:00Z,23.25
7/25/22, 10:17:00 AM,C,25.5,B,SP,Q7,iButton,0,2022-07-25T08:17:00Z,23.283333333333335
7/25/22, 10:19:00 AM,C,25.5,B,SP,Q7,iButton,0,2022-07-25T08:19:00Z,23.316666666666666
7/25/22, 10:21:00 AM,C,26,B,SP,Q7,iButton,0,2022-07-25T08:21:00Z,23.35
7/25/22, 10:23:00 AM,C,26.5,B,SP,Q7,iButton,0,2022-07-25T08:23:00Z,23.383333333333333
7/25/22, 10:25:00 AM,C,26.5,B,SP,Q7,iButton,0,2022-07-25T08:25:00Z,23.416666666666668
7/25/22, 10:27:00 AM,C,27,B,SP,Q7,iButton,0,2022-07-25T08:27:00Z,23.45
7/25/22, 10:29:00 AM,C,27.5,B,SP,Q7,iButton,0,2022-07-25T08:29:00Z,23.483333333333334
7/25/22, 10:31:00 AM,C,27.5,B,SP,Q7,iButton,0,2022-07-25T08:31:00Z,23.516666666666666
7/25/22, 10:33:00 AM,C,28,B,SP,Q7,iButton,0,2022-07-25T08:33:00Z,23.55
7/25/22, 10:35:00 AM,C,28,B,SP,Q7,iButton,0,2022-07-25T08:35:00Z,23.583333333333332
7/25/22, 10:37:00 AM,C,28.5,B,SP,Q7,iButton,0,2022-07-25T08:37:00Z,23.616666666666667
7/25/22, 10:39:00 AM,C,29,B,SP,Q7,iButton,0,2022-07-25T08:39:00Z,23.65
7/25/22, 10:41:00 AM,C,29,B,SP,Q7,iButton,0,2022-07-25T08:41:00Z,23.683333333333334
7/25/22, 10:43:00 AM,C,29.5,B,SP,Q7,iButton,0,2022-07-25T08:43:00Z,23.716666666666665
7/25/22, 10:45:00 AM,C,29.5,B,SP,Q7,iButton,0,2022-07-25T08:45:00Z,23.75
7/25/22, 10:47:00 AM,C,30,B,SP,Q7,iButton,0,2022-07-25T08:47:00Z,23.783333333333335
7/25/22, 10:49:00 AM,C,30.5,B,SP,Q7,iButton,0,2022-07-25T08:49:00Z,23.816666666666666
7/25/22, 10:51:00 AM,C,31,B,SP,Q7,iButton,0,2022-07-25T08:51:00Z,23.85
7/25/22, 10:53:00 AM,C,31,B,SP,Q7,iButton,0,2022-07-25T08:53:00Z,23.883333333333333
7/25/22, 10:55:00 AM,C,31.5,B,SP,Q7,iButton,0,2022-07-25T08:55:00Z,23.916666666666668
7/25/22, 10:57:00 AM,C,31.5,B,SP,Q7,iButton,0,2022-07-25T08:57:00Z,23.95
7/25/22, 10:59:00 AM,C,32,B,SP,Q7,iButton,0,2022-07-25T08:59:00Z,23.983333333333334
7/25/22, 11:01:00 AM,C,32,B,SP,Q7,iButton,0,2022-07-25T09:01:00Z,24.016666666666666
7/25/22, 11:03:00 AM,C,32.5,B,SP,Q7,iButton,0,2022-07-25T09:03:00Z,24.05
7/25/22, 11:05:00 AM,C,32.5,B,SP,Q7,iButton,0,2022-07-25T09:05:00Z,24.083333333333332
7/25/22, 11:07:00 AM,C,31.5,B,SP,Q7,iButton,0,2022-07-25T09:07:00Z,24.116666666666667
7/25/22, 11:09:00 AM,C,32,B,SP,Q7,iButton,0,2022-07-25T09:09:00Z,24.15
7/25/22, 11:11:00 AM,C,32.5,B,SP,Q7,iButton,0,2022-07-25T09:11:00Z,24.183333333333334
7/25/22, 11:13:00 AM,C,33,B,SP,Q7,iButton,0,2022-07-25T09:13:00Z,24.216666666666665
7/25/22, 11:15:00 AM,C,33.5,B,SP,Q7,iButton,0,2022-07-25T09:15:00Z,24.25
7/25/22, 11:17:00 AM,C,34,B,SP,Q7,iButton,0,2022-07-25T09:17:00Z,24.283333333333335
7/25/22, 11:19:00 AM,C,34,B,SP,Q7,iButton,0,2022-07-25T09:19:00Z,24.316666666666666
7/25/22, 11:21:00 AM,C,34.5,B,SP,Q7,iButton,0,2022-07-25T09:21:00Z,24.35
7/25/22, 11:23:00 AM,C,34.5,B,SP,Q7,iButton,0,2022-07-25T09:23:00Z,24.383333333333333
7/25/22, 11:25:00 AM,C,35,B,SP,Q7,iButton,0,2022-07-25T09:25:00Z,24.416666666666668
7/25/22, 11:27:00 AM,C,35,B,SP,Q7,iButton,0,2022-07-25T09:27:00Z,24.45
7/25/22, 11:29:00 AM,C,35,B,SP,Q7,iButton,0,2022-07-25T09:29:00Z,24.483333333333334
7/25/22, 11:31:00 AM,C,35,B,SP,Q7,iButton,0,2022-07-25T09:31:00Z,24.516666666666666
7/25/22, 11:33:00 AM,C,35.5,B,SP,Q7,iButton,0,2022-07-25T09:33:00Z,24.55
7/25/22, 11:35:00 AM,C,35.5,B,SP,Q7,iButton,0,2022-07-25T09:35:00Z,24.583333333333332
7/25/22, 11:37:00 AM,C,36,B,SP,Q7,iButton,0,2022-07-25T09:37:00Z,24.616666666666667
7/25/22, 11:39:00 AM,C,36,B,SP,Q7,iButton,0,2022-07-25T09:39:00Z,24.65
7/25/22, 11:41:00 AM,C,36,B,SP,Q7,iButton,0,2022-07-25T09:41:00Z,24.683333333333334
7/25/22, 11:43:00 AM,C,36.5,B,SP,Q7,iButton,0,2022-07-25T09:43:00Z,24.716666666666665
7/25/22, 11:45:00 AM,C,36.5,B,SP,Q7,iButton,0,2022-07-25T09:45:00Z,24.75
7/25/22, 11:47:00 AM,C,36.5,B,SP,Q7,iButton,0,2022-07-25T09:47:00Z,24.783333333333335
7/25/22, 11:49:00 AM,C,36.5,B,SP,Q7,iButton,0,2022-07-25T09:49:00Z,24.816666666666666
7/25/22, 11:51:00 AM,C,36.5,B,SP,Q7,iButton,0,2022-07-25T09:51:00Z,24.85
7/25/22, 11:53:00 AM,C,36.5,B,SP,Q7,iButton,0,2022-07-25T09:53:00Z,24.883333333333333
7/25/22, 11:55:00 AM,C,37,B,SP,Q7,iButton,0,2022-07-25T09:55:00Z,24.916666666666668
7/25/22, 11:57:00 AM,C,36.5,B,SP,Q7,iButton,0,2022-07-25T09:57:00Z,24.95
7/25/22, 11:59:00 AM,C,36.5,B,SP,Q7,iButton,0,2022-07-25T09:59:00Z,24.983333333333334
7/25/22, 12:01:00 PM,C,36.5,B,SP,Q7,iButton,0,2022-07-25T10:01:00Z,25.016666666666666
7/25/22, 12:03:00 PM,C,36.5,B,SP,Q7,iButton,0,2022-07-25T10:03:00Z,25.05
7/25/22, 12:05:00 PM,C,37,B,SP,Q7,iButton,0,2022-07-25T10:05:00Z,25.083333333333332
7/25/22, 12:07:00 PM,C,37,B,SP,Q7,iButton,0,2022-07-25T10:07:00Z,25.116666666666667
7/25/22, 12:09:00 PM,C,37,B,SP,Q7,iButton,0,2022-07-25T10:09:00Z,25.15
7/25/22, 12:11:00 PM,C,37,B,SP,Q7,iButton,0,2022-07-25T10:11:00Z,25.183333333333334
7/25/22, 12:13:00 PM,C,37,B,SP,Q7,iButton,0,2022-07-25T10:13:00Z,25.216666666666665
7/25/22, 12:15:00 PM,C,37,B,SP,Q7,iButton,0,2022-07-25T10:15:00Z,25.25
7/25/22, 12:17:00 PM,C,37,B,SP,Q7,iButton,0,2022-07-25T10:17:00Z,25.283333333333335
7/25/22, 12:19:00 PM,C,37.5,B,SP,Q7,iButton,0,2022-07-25T10:19:00Z,25.316666666666666
7/25/22, 12:21:00 PM,C,37.5,B,SP,Q7,iButton,0,2022-07-25T10:21:00Z,25.35
7/25/22, 12:23:00 PM,C,37.5,B,SP,Q7,iButton,0,2022-07-25T10:23:00Z,25.383333333333333
7/25/22, 12:25:00 PM,C,37.5,B,SP,Q7,iButton,0,2022-07-25T10:25:00Z,25.416666666666668
7/25/22, 12:27:00 PM,C,37.5,B,SP,Q7,iButton,0,2022-07-25T10:27:00Z,25.45
7/25/22, 12:29:00 PM,C,38,B,SP,Q7,iButton,0,2022-07-25T10:29:00Z,25.483333333333334
7/25/22, 12:31:00 PM,C,37.5,B,SP,Q7,iButton,0,2022-07-25T10:31:00Z,25.516666666666666
7/25/22, 12:33:00 PM,C,38,B,SP,Q7,iButton,0,2022-07-25T10:33:00Z,25.55
7/25/22, 12:35:00 PM,C,37.5,B,SP,Q7,iButton,0,2022-07-25T10:35:00Z,25.583333333333332
7/25/22, 12:37:00 PM,C,38,B,SP,Q7,iButton,0,2022-07-25T10:37:00Z,25.616666666666667
7/25/22, 12:39:00 PM,C,38,B,SP,Q7,iButton,0,2022-07-25T10:39:00Z,25.65
7/25/22, 12:41:00 PM,C,38,B,SP,Q7,iButton,0,2022-07-25T10:41:00Z,25.683333333333334
7/25/22, 12:43:00 PM,C,37.5,B,SP,Q7,iButton,0,2022-07-25T10:43:00Z,25.716666666666665
7/25/22, 12:45:00 PM,C,37.5,B,SP,Q7,iButton,0,2022-07-25T10:45:00Z,25.75
7/25/22, 12:47:00 PM,C,37.5,B,SP,Q7,iButton,0,2022-07-25T10:47:00Z,25.783333333333335
7/25/22, 12:49:00 PM,C,38,B,SP,Q7,iButton,0,2022-07-25T10:49:00Z,25.816666666666666
7/25/22, 12:51:00 PM,C,38,B,SP,Q7,iButton,0,2022-07-25T10:51:00Z,25.85
7/25/22, 12:53:00 PM,C,38.5,B,SP,Q7,iButton,0,2022-07-25T10:53:00Z,25.883333333333333
7/25/22, 12:55:00 PM,C,38.5,B,SP,Q7,iButton,0,2022-07-25T10:55:00Z,25.916666666666668
7/25/22, 12:57:00 PM,C,38.5,B,SP,Q7,iButton,0,2022-07-25T10:57:00Z,25.95
7/25/22, 12:59:00 PM,C,38.5,B,SP,Q7,iButton,0,2022-07-25T10:59:00Z,25.983333333333334
7/25/22, 1:01:00 PM,C,38,B,SP,Q7,iButton,0,2022-07-25T11:01:00Z,26.016666666666666
7/25/22, 1:03:00 PM,C,38,B,SP,Q7,iButton,0,2022-07-25T11:03:00Z,26.05
7/25/22, 1:05:00 PM,C,38.5,B,SP,Q7,iButton,0,2022-07-25T11:05:00Z,26.083333333333332
7/25/22, 1:07:00 PM,C,38.5,B,SP,Q7,iButton,0,2022-07-25T11:07:00Z,26.116666666666667
7/25/22, 1:09:00 PM,C,39,B,SP,Q7,iButton,0,2022-07-25T11:09:00Z,26.15
7/25/22, 1:11:00 PM,C,39,B,SP,Q7,iButton,0,2022-07-25T11:11:00Z,26.183333333333334
7/25/22, 1:13:00 PM,C,39,B,SP,Q7,iButton,0,2022-07-25T11:13:00Z,26.216666666666665
7/25/22, 1:15:00 PM,C,39,B,SP,Q7,iButton,0,2022-07-25T11:15:00Z,26.25
7/25/22, 1:17:00 PM,C,39,B,SP,Q7,iButton,0,2022-07-25T11:17:00Z,26.283333333333335
