date,time,unit,temperature,condition,species,Type,quadrat,loggertype,datetime
7/24/22,22:34:00,C,15.5,Brown,SAPE,Brown SAPE,Q5,iButton,7/24/22 22:34
7/24/22,22:34:00,C,16,Brown,SAPE,Brown SAPE,Q6,iButton,7/24/22 22:34
7/24/22,22:34:00,C,16.5,Brown,STSA,Brown STSA,Q1,iButton,7/24/22 22:34
7/24/22,22:34:00,C,16,Brown,STSA,Brown STSA,Q4,iButton,7/24/22 22:34
7/24/22,22:34:00,C,15.5,Brown,STSA,Brown STSA,Q7,iButton,7/24/22 22:34
7/24/22,22:34:00,C,15,Brown,STSA,Brown STSA,Q9,iButton,7/24/22 22:34
7/24/22,22:34:00,C,16.5,Green,SAPE,Green SAPE,Q1,iButton,7/24/22 22:34
7/24/22,22:34:00,C,15.5,Green,SAPE,Green SAPE,Q3,iButton,7/24/22 22:34
7/24/22,22:34:00,C,16,Green,SAPE,Green SAPE,Q6,iButton,7/24/22 22:34
7/24/22,22:34:00,C,15,Green,SAPE,Green SAPE,Q7,iButton,7/24/22 22:34
7/24/22,22:34:00,C,16.5,Green,SAPE,Green SAPE,Q9,iButton,7/24/22 22:34
7/24/22,22:34:00,C,15.5,Green,STSA,Green STSA,Q5,iButton,7/24/22 22:34
7/24/22,22:34:00,C,15,Green,STSA,Green STSA,Q9,iButton,7/24/22 22:34
7/24/22,22:35:00,C,14.5,Brown,SAPE,Brown SAPE,Q1,iButton,7/24/22 22:35
7/24/22,22:35:00,C,16,Brown,SAPE,Brown SAPE,Q2,iButton,7/24/22 22:35
7/24/22,22:35:00,C,16,Brown,SAPE,Brown SAPE,Q3,iButton,7/24/22 22:35
7/24/22,22:35:00,C,17.5,Brown,SAPE,Brown SAPE,Q4,iButton,7/24/22 22:35
7/24/22,22:35:00,C,14.5,Brown,SAPE,Brown SAPE,Q7,iButton,7/24/22 22:35
7/24/22,22:35:00,C,16.5,Brown,SAPE,Brown SAPE,Q9,iButton,7/24/22 22:35
7/24/22,22:35:00,C,16,Brown,STSA,Brown STSA,Q2,iButton,7/24/22 22:35
7/24/22,22:35:00,C,16,Brown,STSA,Brown STSA,Q3,iButton,7/24/22 22:35
7/24/22,22:35:00,C,15.5,Brown,STSA,Brown STSA,Q5,iButton,7/24/22 22:35
7/24/22,22:35:00,C,16,Brown,STSA,Brown STSA,Q6,iButton,7/24/22 22:35
7/24/22,22:35:00,C,16,Green,SAPE,Green SAPE,Q2,iButton,7/24/22 22:35
7/24/22,22:35:00,C,16.5,Green,SAPE,Green SAPE,Q4,iButton,7/24/22 22:35
7/24/22,22:35:00,C,15.5,Green,SAPE,Green SAPE,Q5,iButton,7/24/22 22:35
7/24/22,22:35:00,C,14.5,Green,STSA,Green STSA,Q1,iButton,7/24/22 22:35
7/24/22,22:35:00,C,15.5,Green,STSA,Green STSA,Q2,iButton,7/24/22 22:35
7/24/22,22:35:00,C,15,Green,STSA,Green STSA,Q3,iButton,7/24/22 22:35
7/24/22,22:35:00,C,16,Green,STSA,Green STSA,Q4,iButton,7/24/22 22:35
7/24/22,22:35:00,C,16,Green,STSA,Green STSA,Q6,iButton,7/24/22 22:35
7/24/22,22:35:00,C,15.5,Green,STSA,Green STSA,Q7,iButton,7/24/22 22:35
7/24/22,22:36:00,C,15.5,Brown,SAPE,Brown SAPE,Q5,iButton,7/24/22 22:36
7/24/22,22:36:00,C,16,Brown,SAPE,Brown SAPE,Q6,iButton,7/24/22 22:36
7/24/22,22:36:00,C,16.5,Brown,STSA,Brown STSA,Q1,iButton,7/24/22 22:36
7/24/22,22:36:00,C,16,Brown,STSA,Brown STSA,Q4,iButton,7/24/22 22:36
7/24/22,22:36:00,C,15.5,Brown,STSA,Brown STSA,Q7,iButton,7/24/22 22:36
7/24/22,22:36:00,C,15,Brown,STSA,Brown STSA,Q9,iButton,7/24/22 22:36
7/24/22,22:36:00,C,16.5,Green,SAPE,Green SAPE,Q1,iButton,7/24/22 22:36
7/24/22,22:36:00,C,15.5,Green,SAPE,Green SAPE,Q3,iButton,7/24/22 22:36
7/24/22,22:36:00,C,16,Green,SAPE,Green SAPE,Q6,iButton,7/24/22 22:36
7/24/22,22:36:00,C,15,Green,SAPE,Green SAPE,Q7,iButton,7/24/22 22:36
7/24/22,22:36:00,C,16.5,Green,SAPE,Green SAPE,Q9,iButton,7/24/22 22:36
7/24/22,22:36:00,C,15.5,Green,STSA,Green STSA,Q5,iButton,7/24/22 22:36
7/24/22,22:36:00,C,15,Green,STSA,Green STSA,Q9,iButton,7/24/22 22:36
7/24/22,22:37:00,C,14.5,Brown,SAPE,Brown SAPE,Q1,iButton,7/24/22 22:37
7/24/22,22:37:00,C,16,Brown,SAPE,Brown SAPE,Q2,iButton,7/24/22 22:37
7/24/22,22:37:00,C,16,Brown,SAPE,Brown SAPE,Q3,iButton,7/24/22 22:37
7/24/22,22:37:00,C,17.5,Brown,SAPE,Brown SAPE,Q4,iButton,7/24/22 22:37
7/24/22,22:37:00,C,14.5,Brown,SAPE,Brown SAPE,Q7,iButton,7/24/22 22:37
7/24/22,22:37:00,C,16.5,Brown,SAPE,Brown SAPE,Q9,iButton,7/24/22 22:37
7/24/22,22:37:00,C,16,Brown,STSA,Brown STSA,Q2,iButton,7/24/22 22:37
7/24/22,22:37:00,C,16,Brown,STSA,Brown STSA,Q3,iButton,7/24/22 22:37
7/24/22,22:37:00,C,15.5,Brown,STSA,Brown STSA,Q5,iButton,7/24/22 22:37
7/24/22,22:37:00,C,15.5,Brown,STSA,Brown STSA,Q6,iButton,7/24/22 22:37
7/24/22,22:37:00,C,16,Green,SAPE,Green SAPE,Q2,iButton,7/24/22 22:37
7/24/22,22:37:00,C,16,Green,SAPE,Green SAPE,Q4,iButton,7/24/22 22:37
7/24/22,22:37:00,C,15.5,Green,SAPE,Green SAPE,Q5,iButton,7/24/22 22:37
7/24/22,22:37:00,C,14.5,Green,STSA,Green STSA,Q1,iButton,7/24/22 22:37
7/24/22,22:37:00,C,15.5,Green,STSA,Green STSA,Q2,iButton,7/24/22 22:37
7/24/22,22:37:00,C,15,Green,STSA,Green STSA,Q3,iButton,7/24/22 22:37
7/24/22,22:37:00,C,16,Green,STSA,Green STSA,Q4,iButton,7/24/22 22:37
7/24/22,22:37:00,C,16,Green,STSA,Green STSA,Q6,iButton,7/24/22 22:37
7/24/22,22:37:00,C,15.5,Green,STSA,Green STSA,Q7,iButton,7/24/22 22:37
7/24/22,22:38:00,C,15.5,Brown,SAPE,Brown SAPE,Q5,iButton,7/24/22 22:38
7/24/22,22:38:00,C,16,Brown,SAPE,Brown SAPE,Q6,iButton,7/24/22 22:38
7/24/22,22:38:00,C,16.5,Brown,STSA,Brown STSA,Q1,iButton,7/24/22 22:38
7/24/22,22:38:00,C,16,Brown,STSA,Brown STSA,Q4,iButton,7/24/22 22:38
7/24/22,22:38:00,C,15.5,Brown,STSA,Brown STSA,Q7,iButton,7/24/22 22:38
7/24/22,22:38:00,C,15,Brown,STSA,Brown STSA,Q9,iButton,7/24/22 22:38
7/24/22,22:38:00,C,16,Green,SAPE,Green SAPE,Q1,iButton,7/24/22 22:38
7/24/22,22:38:00,C,15.5,Green,SAPE,Green SAPE,Q3,iButton,7/24/22 22:38
7/24/22,22:38:00,C,16,Green,SAPE,Green SAPE,Q6,iButton,7/24/22 22:38
7/24/22,22:38:00,C,15,Green,SAPE,Green SAPE,Q7,iButton,7/24/22 22:38
7/24/22,22:38:00,C,16.5,Green,SAPE,Green SAPE,Q9,iButton,7/24/22 22:38
7/24/22,22:38:00,C,15.5,Green,STSA,Green STSA,Q5,iButton,7/24/22 22:38
7/24/22,22:38:00,C,15,Green,STSA,Green STSA,Q9,iButton,7/24/22 22:38
7/24/22,22:39:00,C,14.5,Brown,SAPE,Brown SAPE,Q1,iButton,7/24/22 22:39
7/24/22,22:39:00,C,16,Brown,SAPE,Brown SAPE,Q2,iButton,7/24/22 22:39
7/24/22,22:39:00,C,16,Brown,SAPE,Brown SAPE,Q3,iButton,7/24/22 22:39
7/24/22,22:39:00,C,17,Brown,SAPE,Brown SAPE,Q4,iButton,7/24/22 22:39
7/24/22,22:39:00,C,14.5,Brown,SAPE,Brown SAPE,Q7,iButton,7/24/22 22:39
7/24/22,22:39:00,C,16.5,Brown,SAPE,Brown SAPE,Q9,iButton,7/24/22 22:39
7/24/22,22:39:00,C,16,Brown,STSA,Brown STSA,Q2,iButton,7/24/22 22:39
7/24/22,22:39:00,C,16,Brown,STSA,Brown STSA,Q3,iButton,7/24/22 22:39
7/24/22,22:39:00,C,15.5,Brown,STSA,Brown STSA,Q5,iButton,7/24/22 22:39
7/24/22,22:39:00,C,15.5,Brown,STSA,Brown STSA,Q6,iButton,7/24/22 22:39
7/24/22,22:39:00,C,16,Green,SAPE,Green SAPE,Q2,iButton,7/24/22 22:39
7/24/22,22:39:00,C,16,Green,SAPE,Green SAPE,Q4,iButton,7/24/22 22:39
7/24/22,22:39:00,C,15,Green,SAPE,Green SAPE,Q5,iButton,7/24/22 22:39
7/24/22,22:39:00,C,14.5,Green,STSA,Green STSA,Q1,iButton,7/24/22 22:39
7/24/22,22:39:00,C,15.5,Green,STSA,Green STSA,Q2,iButton,7/24/22 22:39
7/24/22,22:39:00,C,15,Green,STSA,Green STSA,Q3,iButton,7/24/22 22:39
7/24/22,22:39:00,C,16,Green,STSA,Green STSA,Q4,iButton,7/24/22 22:39
7/24/22,22:39:00,C,16,Green,STSA,Green STSA,Q6,iButton,7/24/22 22:39
7/24/22,22:39:00,C,15.5,Green,STSA,Green STSA,Q7,iButton,7/24/22 22:39
7/24/22,22:40:00,C,15.5,Brown,SAPE,Brown SAPE,Q5,iButton,7/24/22 22:40
7/24/22,22:40:00,C,16,Brown,SAPE,Brown SAPE,Q6,iButton,7/24/22 22:40
7/24/22,22:40:00,C,16,Brown,STSA,Brown STSA,Q1,iButton,7/24/22 22:40
7/24/22,22:40:00,C,16,Brown,STSA,Brown STSA,Q4,iButton,7/24/22 22:40
7/24/22,22:40:00,C,15.5,Brown,STSA,Brown STSA,Q7,iButton,7/24/22 22:40
7/24/22,22:40:00,C,15,Brown,STSA,Brown STSA,Q9,iButton,7/24/22 22:40
7/24/22,22:40:00,C,16,Green,SAPE,Green SAPE,Q1,iButton,7/24/22 22:40
7/24/22,22:40:00,C,15.5,Green,SAPE,Green SAPE,Q3,iButton,7/24/22 22:40
7/24/22,22:40:00,C,16,Green,SAPE,Green SAPE,Q6,iButton,7/24/22 22:40
7/24/22,22:40:00,C,15,Green,SAPE,Green SAPE,Q7,iButton,7/24/22 22:40
7/24/22,22:40:00,C,16.5,Green,SAPE,Green SAPE,Q9,iButton,7/24/22 22:40
7/24/22,22:40:00,C,15.5,Green,STSA,Green STSA,Q5,iButton,7/24/22 22:40
7/24/22,22:40:00,C,15,Green,STSA,Green STSA,Q9,iButton,7/24/22 22:40
7/24/22,22:41:00,C,14,Brown,SAPE,Brown SAPE,Q1,iButton,7/24/22 22:41
7/24/22,22:41:00,C,16,Brown,SAPE,Brown SAPE,Q2,iButton,7/24/22 22:41
7/24/22,22:41:00,C,16,Brown,SAPE,Brown SAPE,Q3,iButton,7/24/22 22:41
7/24/22,22:41:00,C,17,Brown,SAPE,Brown SAPE,Q4,iButton,7/24/22 22:41
7/24/22,22:41:00,C,14.5,Brown,SAPE,Brown SAPE,Q7,iButton,7/24/22 22:41
7/24/22,22:41:00,C,16.5,Brown,SAPE,Brown SAPE,Q9,iButton,7/24/22 22:41
7/24/22,22:41:00,C,16,Brown,STSA,Brown STSA,Q2,iButton,7/24/22 22:41
7/24/22,22:41:00,C,16,Brown,STSA,Brown STSA,Q3,iButton,7/24/22 22:41
7/24/22,22:41:00,C,15.5,Brown,STSA,Brown STSA,Q5,iButton,7/24/22 22:41
7/24/22,22:41:00,C,15.5,Brown,STSA,Brown STSA,Q6,iButton,7/24/22 22:41
7/24/22,22:41:00,C,15.5,Green,SAPE,Green SAPE,Q2,iButton,7/24/22 22:41
7/24/22,22:41:00,C,16,Green,SAPE,Green SAPE,Q4,iButton,7/24/22 22:41
7/24/22,22:41:00,C,15,Green,SAPE,Green SAPE,Q5,iButton,7/24/22 22:41
7/24/22,22:41:00,C,14,Green,STSA,Green STSA,Q1,iButton,7/24/22 22:41
7/24/22,22:41:00,C,15.5,Green,STSA,Green STSA,Q2,iButton,7/24/22 22:41
7/24/22,22:41:00,C,15,Green,STSA,Green STSA,Q3,iButton,7/24/22 22:41
7/24/22,22:41:00,C,16,Green,STSA,Green STSA,Q4,iButton,7/24/22 22:41
7/24/22,22:41:00,C,16,Green,STSA,Green STSA,Q6,iButton,7/24/22 22:41
7/24/22,22:41:00,C,15.5,Green,STSA,Green STSA,Q7,iButton,7/24/22 22:41
7/24/22,22:42:00,C,15.5,Brown,SAPE,Brown SAPE,Q5,iButton,7/24/22 22:42
7/24/22,22:42:00,C,16,Brown,SAPE,Brown SAPE,Q6,iButton,7/24/22 22:42
7/24/22,22:42:00,C,16,Brown,STSA,Brown STSA,Q1,iButton,7/24/22 22:42
7/24/22,22:42:00,C,16,Brown,STSA,Brown STSA,Q4,iButton,7/24/22 22:42
7/24/22,22:42:00,C,15.5,Brown,STSA,Brown STSA,Q7,iButton,7/24/22 22:42
7/24/22,22:42:00,C,15,Brown,STSA,Brown STSA,Q9,iButton,7/24/22 22:42
7/24/22,22:42:00,C,16,Green,SAPE,Green SAPE,Q1,iButton,7/24/22 22:42
7/24/22,22:42:00,C,15.5,Green,SAPE,Green SAPE,Q3,iButton,7/24/22 22:42
7/24/22,22:42:00,C,16,Green,SAPE,Green SAPE,Q6,iButton,7/24/22 22:42
7/24/22,22:42:00,C,15,Green,SAPE,Green SAPE,Q7,iButton,7/24/22 22:42
7/24/22,22:42:00,C,16.5,Green,SAPE,Green SAPE,Q9,iButton,7/24/22 22:42
7/24/22,22:42:00,C,15.5,Green,STSA,Green STSA,Q5,iButton,7/24/22 22:42
7/24/22,22:42:00,C,15,Green,STSA,Green STSA,Q9,iButton,7/24/22 22:42
7/24/22,22:43:00,C,14,Brown,SAPE,Brown SAPE,Q1,iButton,7/24/22 22:43
7/24/22,22:43:00,C,16,Brown,SAPE,Brown SAPE,Q2,iButton,7/24/22 22:43
7/24/22,22:43:00,C,16,Brown,SAPE,Brown SAPE,Q3,iButton,7/24/22 22:43
7/24/22,22:43:00,C,17,Brown,SAPE,Brown SAPE,Q4,iButton,7/24/22 22:43
7/24/22,22:43:00,C,14.5,Brown,SAPE,Brown SAPE,Q7,iButton,7/24/22 22:43
7/24/22,22:43:00,C,16.5,Brown,SAPE,Brown SAPE,Q9,iButton,7/24/22 22:43
7/24/22,22:43:00,C,16,Brown,STSA,Brown STSA,Q2,iButton,7/24/22 22:43
7/24/22,22:43:00,C,16,Brown,STSA,Brown STSA,Q3,iButton,7/24/22 22:43
7/24/22,22:43:00,C,15.5,Brown,STSA,Brown STSA,Q5,iButton,7/24/22 22:43
7/24/22,22:43:00,C,15.5,Brown,STSA,Brown STSA,Q6,iButton,7/24/22 22:43
7/24/22,22:43:00,C,15.5,Green,SAPE,Green SAPE,Q2,iButton,7/24/22 22:43
7/24/22,22:43:00,C,16,Green,SAPE,Green SAPE,Q4,iButton,7/24/22 22:43
7/24/22,22:43:00,C,15,Green,SAPE,Green SAPE,Q5,iButton,7/24/22 22:43
7/24/22,22:43:00,C,14,Green,STSA,Green STSA,Q1,iButton,7/24/22 22:43
7/24/22,22:43:00,C,15.5,Green,STSA,Green STSA,Q2,iButton,7/24/22 22:43
7/24/22,22:43:00,C,15,Green,STSA,Green STSA,Q3,iButton,7/24/22 22:43
7/24/22,22:43:00,C,15.5,Green,STSA,Green STSA,Q4,iButton,7/24/22 22:43
7/24/22,22:43:00,C,16,Green,STSA,Green STSA,Q6,iButton,7/24/22 22:43
7/24/22,22:43:00,C,15.5,Green,STSA,Green STSA,Q7,iButton,7/24/22 22:43
7/24/22,22:44:00,C,15.5,Brown,SAPE,Brown SAPE,Q5,iButton,7/24/22 22:44
7/24/22,22:44:00,C,16,Brown,SAPE,Brown SAPE,Q6,iButton,7/24/22 22:44
7/24/22,22:44:00,C,16,Brown,STSA,Brown STSA,Q1,iButton,7/24/22 22:44
7/24/22,22:44:00,C,16,Brown,STSA,Brown STSA,Q4,iButton,7/24/22 22:44
7/24/22,22:44:00,C,15.5,Brown,STSA,Brown STSA,Q7,iButton,7/24/22 22:44
7/24/22,22:44:00,C,15,Brown,STSA,Brown STSA,Q9,iButton,7/24/22 22:44
7/24/22,22:44:00,C,16,Green,SAPE,Green SAPE,Q1,iButton,7/24/22 22:44
7/24/22,22:44:00,C,15.5,Green,SAPE,Green SAPE,Q3,iButton,7/24/22 22:44
7/24/22,22:44:00,C,16,Green,SAPE,Green SAPE,Q6,iButton,7/24/22 22:44
7/24/22,22:44:00,C,15,Green,SAPE,Green SAPE,Q7,iButton,7/24/22 22:44
7/24/22,22:44:00,C,16,Green,SAPE,Green SAPE,Q9,iButton,7/24/22 22:44
7/24/22,22:44:00,C,15,Green,STSA,Green STSA,Q5,iButton,7/24/22 22:44
7/24/22,22:44:00,C,15,Green,STSA,Green STSA,Q9,iButton,7/24/22 22:44
7/24/22,22:45:00,C,14,Brown,SAPE,Brown SAPE,Q1,iButton,7/24/22 22:45
7/24/22,22:45:00,C,15.5,Brown,SAPE,Brown SAPE,Q2,iButton,7/24/22 22:45
7/24/22,22:45:00,C,16,Brown,SAPE,Brown SAPE,Q3,iButton,7/24/22 22:45
7/24/22,22:45:00,C,17,Brown,SAPE,Brown SAPE,Q4,iButton,7/24/22 22:45
7/24/22,22:45:00,C,14.5,Brown,SAPE,Brown SAPE,Q7,iButton,7/24/22 22:45
7/24/22,22:45:00,C,16.5,Brown,SAPE,Brown SAPE,Q9,iButton,7/24/22 22:45
7/24/22,22:45:00,C,15.5,Brown,STSA,Brown STSA,Q2,iButton,7/24/22 22:45
7/24/22,22:45:00,C,16,Brown,STSA,Brown STSA,Q3,iButton,7/24/22 22:45
7/24/22,22:45:00,C,15,Brown,STSA,Brown STSA,Q5,iButton,7/24/22 22:45
7/24/22,22:45:00,C,15.5,Brown,STSA,Brown STSA,Q6,iButton,7/24/22 22:45
7/24/22,22:45:00,C,15.5,Green,SAPE,Green SAPE,Q2,iButton,7/24/22 22:45
7/24/22,22:45:00,C,16,Green,SAPE,Green SAPE,Q4,iButton,7/24/22 22:45
7/24/22,22:45:00,C,15,Green,SAPE,Green SAPE,Q5,iButton,7/24/22 22:45
7/24/22,22:45:00,C,14,Green,STSA,Green STSA,Q1,iButton,7/24/22 22:45
7/24/22,22:45:00,C,15.5,Green,STSA,Green STSA,Q2,iButton,7/24/22 22:45
7/24/22,22:45:00,C,15,Green,STSA,Green STSA,Q3,iButton,7/24/22 22:45
7/24/22,22:45:00,C,15.5,Green,STSA,Green STSA,Q4,iButton,7/24/22 22:45
7/24/22,22:45:00,C,16,Green,STSA,Green STSA,Q6,iButton,7/24/22 22:45
7/24/22,22:45:00,C,15.5,Green,STSA,Green STSA,Q7,iButton,7/24/22 22:45
7/24/22,22:46:00,C,15.5,Brown,SAPE,Brown SAPE,Q5,iButton,7/24/22 22:46
7/24/22,22:46:00,C,16,Brown,SAPE,Brown SAPE,Q6,iButton,7/24/22 22:46
7/24/22,22:46:00,C,16,Brown,STSA,Brown STSA,Q1,iButton,7/24/22 22:46
7/24/22,22:46:00,C,16,Brown,STSA,Brown STSA,Q4,iButton,7/24/22 22:46
7/24/22,22:46:00,C,15.5,Brown,STSA,Brown STSA,Q7,iButton,7/24/22 22:46
7/24/22,22:46:00,C,15,Brown,STSA,Brown STSA,Q9,iButton,7/24/22 22:46
7/24/22,22:46:00,C,16,Green,SAPE,Green SAPE,Q1,iButton,7/24/22 22:46
7/24/22,22:46:00,C,15.5,Green,SAPE,Green SAPE,Q3,iButton,7/24/22 22:46
7/24/22,22:46:00,C,16,Green,SAPE,Green SAPE,Q6,iButton,7/24/22 22:46
7/24/22,22:46:00,C,15,Green,SAPE,Green SAPE,Q7,iButton,7/24/22 22:46
7/24/22,22:46:00,C,16,Green,SAPE,Green SAPE,Q9,iButton,7/24/22 22:46
7/24/22,22:46:00,C,15,Green,STSA,Green STSA,Q5,iButton,7/24/22 22:46
7/24/22,22:46:00,C,14.5,Green,STSA,Green STSA,Q9,iButton,7/24/22 22:46
7/24/22,22:47:00,C,14,Brown,SAPE,Brown SAPE,Q1,iButton,7/24/22 22:47
7/24/22,22:47:00,C,15.5,Brown,SAPE,Brown SAPE,Q2,iButton,7/24/22 22:47
7/24/22,22:47:00,C,16,Brown,SAPE,Brown SAPE,Q3,iButton,7/24/22 22:47
7/24/22,22:47:00,C,17,Brown,SAPE,Brown SAPE,Q4,iButton,7/24/22 22:47
7/24/22,22:47:00,C,14.5,Brown,SAPE,Brown SAPE,Q7,iButton,7/24/22 22:47
7/24/22,22:47:00,C,16,Brown,SAPE,Brown SAPE,Q9,iButton,7/24/22 22:47
7/24/22,22:47:00,C,15.5,Brown,STSA,Brown STSA,Q2,iButton,7/24/22 22:47
7/24/22,22:47:00,C,16,Brown,STSA,Brown STSA,Q3,iButton,7/24/22 22:47
7/24/22,22:47:00,C,15,Brown,STSA,Brown STSA,Q5,iButton,7/24/22 22:47
7/24/22,22:47:00,C,15.5,Brown,STSA,Brown STSA,Q6,iButton,7/24/22 22:47
7/24/22,22:47:00,C,15.5,Green,SAPE,Green SAPE,Q2,iButton,7/24/22 22:47
7/24/22,22:47:00,C,16,Green,SAPE,Green SAPE,Q4,iButton,7/24/22 22:47
7/24/22,22:47:00,C,15,Green,SAPE,Green SAPE,Q5,iButton,7/24/22 22:47
7/24/22,22:47:00,C,14,Green,STSA,Green STSA,Q1,iButton,7/24/22 22:47
7/24/22,22:47:00,C,15.5,Green,STSA,Green STSA,Q2,iButton,7/24/22 22:47
7/24/22,22:47:00,C,15,Green,STSA,Green STSA,Q3,iButton,7/24/22 22:47
7/24/22,22:47:00,C,15.5,Green,STSA,Green STSA,Q4,iButton,7/24/22 22:47
7/24/22,22:47:00,C,16,Green,STSA,Green STSA,Q6,iButton,7/24/22 22:47
7/24/22,22:47:00,C,15.5,Green,STSA,Green STSA,Q7,iButton,7/24/22 22:47
7/24/22,22:48:00,C,15.5,Brown,SAPE,Brown SAPE,Q5,iButton,7/24/22 22:48
7/24/22,22:48:00,C,16,Brown,SAPE,Brown SAPE,Q6,iButton,7/24/22 22:48
7/24/22,22:48:00,C,16,Brown,STSA,Brown STSA,Q1,iButton,7/24/22 22:48
7/24/22,22:48:00,C,16,Brown,STSA,Brown STSA,Q4,iButton,7/24/22 22:48
7/24/22,22:48:00,C,15.5,Brown,STSA,Brown STSA,Q7,iButton,7/24/22 22:48
7/24/22,22:48:00,C,14.5,Brown,STSA,Brown STSA,Q9,iButton,7/24/22 22:48
7/24/22,22:48:00,C,16,Green,SAPE,Green SAPE,Q1,iButton,7/24/22 22:48
7/24/22,22:48:00,C,15.5,Green,SAPE,Green SAPE,Q3,iButton,7/24/22 22:48
7/24/22,22:48:00,C,16,Green,SAPE,Green SAPE,Q6,iButton,7/24/22 22:48
7/24/22,22:48:00,C,15,Green,SAPE,Green SAPE,Q7,iButton,7/24/22 22:48
7/24/22,22:48:00,C,16,Green,SAPE,Green SAPE,Q9,iButton,7/24/22 22:48
7/24/22,22:48:00,C,15,Green,STSA,Green STSA,Q5,iButton,7/24/22 22:48
7/24/22,22:48:00,C,14.5,Green,STSA,Green STSA,Q9,iButton,7/24/22 22:48
7/24/22,22:49:00,C,14,Brown,SAPE,Brown SAPE,Q1,iButton,7/24/22 22:49
7/24/22,22:49:00,C,15.5,Brown,SAPE,Brown SAPE,Q2,iButton,7/24/22 22:49
7/24/22,22:49:00,C,16,Brown,SAPE,Brown SAPE,Q3,iButton,7/24/22 22:49
7/24/22,22:49:00,C,17,Brown,SAPE,Brown SAPE,Q4,iButton,7/24/22 22:49
7/24/22,22:49:00,C,14.5,Brown,SAPE,Brown SAPE,Q7,iButton,7/24/22 22:49
7/24/22,22:49:00,C,16,Brown,SAPE,Brown SAPE,Q9,iButton,7/24/22 22:49
7/24/22,22:49:00,C,15.5,Brown,STSA,Brown STSA,Q2,iButton,7/24/22 22:49
7/24/22,22:49:00,C,16,Brown,STSA,Brown STSA,Q3,iButton,7/24/22 22:49
7/24/22,22:49:00,C,15,Brown,STSA,Brown STSA,Q5,iButton,7/24/22 22:49
7/24/22,22:49:00,C,15.5,Brown,STSA,Brown STSA,Q6,iButton,7/24/22 22:49
7/24/22,22:49:00,C,15.5,Green,SAPE,Green SAPE,Q2,iButton,7/24/22 22:49
7/24/22,22:49:00,C,16,Green,SAPE,Green SAPE,Q4,iButton,7/24/22 22:49
7/24/22,22:49:00,C,15,Green,SAPE,Green SAPE,Q5,iButton,7/24/22 22:49
7/24/22,22:49:00,C,14,Green,STSA,Green STSA,Q1,iButton,7/24/22 22:49
7/24/22,22:49:00,C,15.5,Green,STSA,Green STSA,Q2,iButton,7/24/22 22:49
7/24/22,22:49:00,C,15,Green,STSA,Green STSA,Q3,iButton,7/24/22 22:49
7/24/22,22:49:00,C,15.5,Green,STSA,Green STSA,Q4,iButton,7/24/22 22:49
7/24/22,22:49:00,C,16,Green,STSA,Green STSA,Q6,iButton,7/24/22 22:49
7/24/22,22:49:00,C,15.5,Green,STSA,Green STSA,Q7,iButton,7/24/22 22:49
7/24/22,22:50:00,C,15.5,Brown,SAPE,Brown SAPE,Q5,iButton,7/24/22 22:50
7/24/22,22:50:00,C,15.5,Brown,SAPE,Brown SAPE,Q6,iButton,7/24/22 22:50
7/24/22,22:50:00,C,16,Brown,STSA,Brown STSA,Q1,iButton,7/24/22 22:50
7/24/22,22:50:00,C,16,Brown,STSA,Brown STSA,Q4,iButton,7/24/22 22:50
7/24/22,22:50:00,C,15,Brown,STSA,Brown STSA,Q7,iButton,7/24/22 22:50
7/24/22,22:50:00,C,14.5,Brown,STSA,Brown STSA,Q9,iButton,7/24/22 22:50
7/24/22,22:50:00,C,16,Green,SAPE,Green SAPE,Q1,iButton,7/24/22 22:50
7/24/22,22:50:00,C,15.5,Green,SAPE,Green SAPE,Q3,iButton,7/24/22 22:50
7/24/22,22:50:00,C,16,Green,SAPE,Green SAPE,Q6,iButton,7/24/22 22:50
7/24/22,22:50:00,C,15,Green,SAPE,Green SAPE,Q7,iButton,7/24/22 22:50
7/24/22,22:50:00,C,16,Green,SAPE,Green SAPE,Q9,iButton,7/24/22 22:50
7/24/22,22:50:00,C,15,Green,STSA,Green STSA,Q5,iButton,7/24/22 22:50
7/24/22,22:50:00,C,14.5,Green,STSA,Green STSA,Q9,iButton,7/24/22 22:50
7/24/22,22:51:00,C,14,Brown,SAPE,Brown SAPE,Q1,iButton,7/24/22 22:51
7/24/22,22:51:00,C,15.5,Brown,SAPE,Brown SAPE,Q2,iButton,7/24/22 22:51
7/24/22,22:51:00,C,15.5,Brown,SAPE,Brown SAPE,Q3,iButton,7/24/22 22:51
7/24/22,22:51:00,C,17,Brown,SAPE,Brown SAPE,Q4,iButton,7/24/22 22:51
7/24/22,22:51:00,C,14.5,Brown,SAPE,Brown SAPE,Q7,iButton,7/24/22 22:51
7/24/22,22:51:00,C,16,Brown,SAPE,Brown SAPE,Q9,iButton,7/24/22 22:51
7/24/22,22:51:00,C,15.5,Brown,STSA,Brown STSA,Q2,iButton,7/24/22 22:51
7/24/22,22:51:00,C,16,Brown,STSA,Brown STSA,Q3,iButton,7/24/22 22:51
7/24/22,22:51:00,C,15,Brown,STSA,Brown STSA,Q5,iButton,7/24/22 22:51
7/24/22,22:51:00,C,15.5,Brown,STSA,Brown STSA,Q6,iButton,7/24/22 22:51
