date,time,temperature,depth,quadrat,loggertype,rainfall,datetime,elapsed_time
8/1/22,2:48:00,10,D0,Q9,iButton,0,2022-08-01T00:48:00Z,38.8
8/1/22,2:50:00,10,D0,Q9,iButton,0,2022-08-01T00:50:00Z,38.833333333333336
8/1/22,2:52:00,10,D0,Q9,iButton,0,2022-08-01T00:52:00Z,38.86666666666667
8/1/22,2:54:00,10,D0,Q9,iButton,0,2022-08-01T00:54:00Z,38.9
8/1/22,2:56:00,10,D0,Q9,iButton,0,2022-08-01T00:56:00Z,38.93333333333333
8/1/22,2:58:00,10,D0,Q9,iButton,0,2022-08-01T00:58:00Z,38.96666666666667
8/1/22,3:00:00,10,D0,Q9,iButton,0,2022-08-01T01:00:00Z,39
8/1/22,3:02:00,10,D0,Q9,iButton,0,2022-08-01T01:02:00Z,39.03333333333333
8/1/22,3:04:00,10,D0,Q9,iButton,0,2022-08-01T01:04:00Z,39.06666666666667
8/1/22,3:06:00,10,D0,Q9,iButton,0,2022-08-01T01:06:00Z,39.1
8/1/22,3:08:00,10,D0,Q9,iButton,0,2022-08-01T01:08:00Z,39.13333333333333
8/1/22,3:10:00,10,D0,Q9,iButton,0,2022-08-01T01:10:00Z,39.166666666666664
8/1/22,3:12:00,10,D0,Q9,iButton,0,2022-08-01T01:12:00Z,39.2
8/1/22,3:14:00,10,D0,Q9,iButton,0,2022-08-01T01:14:00Z,39.233333333333334
8/1/22,3:16:00,10,D0,Q9,iButton,0,2022-08-01T01:16:00Z,39.266666666666666
8/1/22,3:18:00,10,D0,Q9,iButton,0,2022-08-01T01:18:00Z,39.3
8/1/22,3:20:00,10,D0,Q9,iButton,0,2022-08-01T01:20:00Z,39.333333333333336
8/1/22,3:22:00,10,D0,Q9,iButton,0,2022-08-01T01:22:00Z,39.36666666666667
8/1/22,3:24:00,10,D0,Q9,iButton,0,2022-08-01T01:24:00Z,39.4
8/1/22,3:26:00,10,D0,Q9,iButton,0,2022-08-01T01:26:00Z,39.43333333333333
8/1/22,3:28:00,10,D0,Q9,iButton,0,2022-08-01T01:28:00Z,39.46666666666667
8/1/22,3:30:00,10,D0,Q9,iButton,0,2022-08-01T01:30:00Z,39.5
8/1/22,3:32:00,10,D0,Q9,iButton,0,2022-08-01T01:32:00Z,39.53333333333333
8/1/22,3:34:00,10,D0,Q9,iButton,0,2022-08-01T01:34:00Z,39.56666666666667
8/1/22,3:36:00,10,D0,Q9,iButton,0,2022-08-01T01:36:00Z,39.6
8/1/22,3:38:00,10,D0,Q9,iButton,0,2022-08-01T01:38:00Z,39.63333333333333
8/1/22,3:40:00,10,D0,Q9,iButton,0,2022-08-01T01:40:00Z,39.666666666666664
8/1/22,3:42:00,10,D0,Q9,iButton,0,2022-08-01T01:42:00Z,39.7
8/1/22,3:44:00,10,D0,Q9,iButton,0,2022-08-01T01:44:00Z,39.733333333333334
8/1/22,3:46:00,10,D0,Q9,iButton,0,2022-08-01T01:46:00Z,39.766666666666666
8/1/22,3:48:00,10,D0,Q9,iButton,0,2022-08-01T01:48:00Z,39.8
8/1/22,3:50:00,10,D0,Q9,iButton,0,2022-08-01T01:50:00Z,39.833333333333336
8/1/22,3:52:00,10,D0,Q9,iButton,0,2022-08-01T01:52:00Z,39.86666666666667
8/1/22,3:54:00,10,D0,Q9,iButton,0,2022-08-01T01:54:00Z,39.9
8/1/22,3:56:00,10,D0,Q9,iButton,0,2022-08-01T01:56:00Z,39.93333333333333
8/1/22,3:58:00,10,D0,Q9,iButton,0,2022-08-01T01:58:00Z,39.96666666666667
8/1/22,4:00:00,10,D0,Q9,iButton,0,2022-08-01T02:00:00Z,40
8/1/22,4:02:00,10,D0,Q9,iButton,0,2022-08-01T02:02:00Z,40.03333333333333
8/1/22,4:04:00,10,D0,Q9,iButton,0,2022-08-01T02:04:00Z,40.06666666666667
8/1/22,4:06:00,10,D0,Q9,iButton,0,2022-08-01T02:06:00Z,40.1
8/1/22,4:08:00,10,D0,Q9,iButton,0,2022-08-01T02:08:00Z,40.13333333333333
8/1/22,4:10:00,10,D0,Q9,iButton,0,2022-08-01T02:10:00Z,40.166666666666664
8/1/22,4:12:00,10,D0,Q9,iButton,0,2022-08-01T02:12:00Z,40.2
8/1/22,4:14:00,10,D0,Q9,iButton,0,2022-08-01T02:14:00Z,40.233333333333334
8/1/22,4:16:00,10,D0,Q9,iButton,0,2022-08-01T02:16:00Z,40.266666666666666
8/1/22,4:18:00,10,D0,Q9,iButton,0,2022-08-01T02:18:00Z,40.3
8/1/22,4:20:00,10,D0,Q9,iButton,0,2022-08-01T02:20:00Z,40.333333333333336
8/1/22,4:22:00,10,D0,Q9,iButton,0,2022-08-01T02:22:00Z,40.36666666666667
8/1/22,4:24:00,10,D0,Q9,iButton,0,2022-08-01T02:24:00Z,40.4
8/1/22,4:26:00,10,D0,Q9,iButton,0,2022-08-01T02:26:00Z,40.43333333333333
8/1/22,4:28:00,10,D0,Q9,iButton,0,2022-08-01T02:28:00Z,40.46666666666667
8/1/22,4:30:00,10,D0,Q9,iButton,0,2022-08-01T02:30:00Z,40.5
8/1/22,4:32:00,10,D0,Q9,iButton,0,2022-08-01T02:32:00Z,40.53333333333333
8/1/22,4:34:00,10,D0,Q9,iButton,0,2022-08-01T02:34:00Z,40.56666666666667
8/1/22,4:36:00,10,D0,Q9,iButton,0,2022-08-01T02:36:00Z,40.6
8/1/22,4:38:00,10,D0,Q9,iButton,0,2022-08-01T02:38:00Z,40.63333333333333
8/1/22,4:40:00,10,D0,Q9,iButton,0,2022-08-01T02:40:00Z,40.666666666666664
8/1/22,4:42:00,10,D0,Q9,iButton,0,2022-08-01T02:42:00Z,40.7
8/1/22,4:44:00,10,D0,Q9,iButton,0,2022-08-01T02:44:00Z,40.733333333333334
8/1/22,4:46:00,10,D0,Q9,iButton,0,2022-08-01T02:46:00Z,40.766666666666666
8/1/22,4:48:00,10,D0,Q9,iButton,0,2022-08-01T02:48:00Z,40.8
8/1/22,4:50:00,10,D0,Q9,iButton,0,2022-08-01T02:50:00Z,40.833333333333336
8/1/22,4:52:00,10,D0,Q9,iButton,0,2022-08-01T02:52:00Z,40.86666666666667
8/1/22,4:54:00,10,D0,Q9,iButton,0,2022-08-01T02:54:00Z,40.9
8/1/22,4:56:00,10,D0,Q9,iButton,0,2022-08-01T02:56:00Z,40.93333333333333
8/1/22,4:58:00,10,D0,Q9,iButton,0,2022-08-01T02:58:00Z,40.96666666666667
8/1/22,5:00:00,10,D0,Q9,iButton,0,2022-08-01T03:00:00Z,41
8/1/22,5:02:00,10,D0,Q9,iButton,0,2022-08-01T03:02:00Z,41.03333333333333
8/1/22,5:04:00,10,D0,Q9,iButton,0,2022-08-01T03:04:00Z,41.06666666666667
8/1/22,5:06:00,10,D0,Q9,iButton,0,2022-08-01T03:06:00Z,41.1
8/1/22,5:08:00,10,D0,Q9,iButton,0,2022-08-01T03:08:00Z,41.13333333333333
8/1/22,5:10:00,10,D0,Q9,iButton,0,2022-08-01T03:10:00Z,41.166666666666664
8/1/22,5:12:00,10,D0,Q9,iButton,0,2022-08-01T03:12:00Z,41.2
8/1/22,5:14:00,10,D0,Q9,iButton,0,2022-08-01T03:14:00Z,41.233333333333334
8/1/22,5:16:00,10,D0,Q9,iButton,0,2022-08-01T03:16:00Z,41.266666666666666
8/1/22,5:18:00,10,D0,Q9,iButton,0,2022-08-01T03:18:00Z,41.3
8/1/22,5:20:00,10,D0,Q9,iButton,0,2022-08-01T03:20:00Z,41.333333333333336
8/1/22,5:22:00,10,D0,Q9,iButton,0,2022-08-01T03:22:00Z,41.36666666666667
8/1/22,5:24:00,10,D0,Q9,iButton,0,2022-08-01T03:24:00Z,41.4
8/1/22,5:26:00,10,D0,Q9,iButton,0,2022-08-01T03:26:00Z,41.43333333333333
8/1/22,5:28:00,10,D0,Q9,iButton,0,2022-08-01T03:28:00Z,41.46666666666667
8/1/22,5:30:00,10,D0,Q9,iButton,0,2022-08-01T03:30:00Z,41.5
8/1/22,5:32:00,10,D0,Q9,iButton,0,2022-08-01T03:32:00Z,41.53333333333333
8/1/22,5:34:00,10,D0,Q9,iButton,0,2022-08-01T03:34:00Z,41.56666666666667
8/1/22,5:36:00,10,D0,Q9,iButton,0,2022-08-01T03:36:00Z,41.6
8/1/22,5:38:00,10,D0,Q9,iButton,0,2022-08-01T03:38:00Z,41.63333333333333
8/1/22,5:40:00,10,D0,Q9,iButton,0,2022-08-01T03:40:00Z,41.666666666666664
8/1/22,5:42:00,10,D0,Q9,iButton,0,2022-08-01T03:42:00Z,41.7
8/1/22,5:44:00,10,D0,Q9,iButton,0,2022-08-01T03:44:00Z,41.733333333333334
8/1/22,5:46:00,10,D0,Q9,iButton,0,2022-08-01T03:46:00Z,41.766666666666666
8/1/22,5:48:00,10,D0,Q9,iButton,0,2022-08-01T03:48:00Z,41.8
8/1/22,5:50:00,10,D0,Q9,iButton,0,2022-08-01T03:50:00Z,41.833333333333336
8/1/22,5:52:00,10,D0,Q9,iButton,0,2022-08-01T03:52:00Z,41.86666666666667
8/1/22,5:54:00,10,D0,Q9,iButton,0,2022-08-01T03:54:00Z,41.9
8/1/22,5:56:00,10,D0,Q9,iButton,0,2022-08-01T03:56:00Z,41.93333333333333
8/1/22,5:58:00,10,D0,Q9,iButton,0,2022-08-01T03:58:00Z,41.96666666666667
8/1/22,6:00:00,10,D0,Q9,iButton,0,2022-08-01T04:00:00Z,42
8/1/22,6:02:00,10,D0,Q9,iButton,0,2022-08-01T04:02:00Z,42.03333333333333
8/1/22,6:04:00,10,D0,Q9,iButton,0,2022-08-01T04:04:00Z,42.06666666666667
8/1/22,6:06:00,9.5,D0,Q9,iButton,0,2022-08-01T04:06:00Z,42.1
8/1/22,6:08:00,10,D0,Q9,iButton,0,2022-08-01T04:08:00Z,42.13333333333333
8/1/22,6:10:00,9.5,D0,Q9,iButton,0,2022-08-01T04:10:00Z,42.166666666666664
8/1/22,6:12:00,9.5,D0,Q9,iButton,0,2022-08-01T04:12:00Z,42.2
8/1/22,6:14:00,9.5,D0,Q9,iButton,0,2022-08-01T04:14:00Z,42.233333333333334
8/1/22,6:16:00,9.5,D0,Q9,iButton,0,2022-08-01T04:16:00Z,42.266666666666666
8/1/22,6:18:00,9.5,D0,Q9,iButton,0,2022-08-01T04:18:00Z,42.3
8/1/22,6:20:00,9.5,D0,Q9,iButton,0,2022-08-01T04:20:00Z,42.333333333333336
8/1/22,6:22:00,9.5,D0,Q9,iButton,0,2022-08-01T04:22:00Z,42.36666666666667
8/1/22,6:24:00,9.5,D0,Q9,iButton,0,2022-08-01T04:24:00Z,42.4
8/1/22,6:26:00,10,D0,Q9,iButton,0,2022-08-01T04:26:00Z,42.43333333333333
8/1/22,6:28:00,9.5,D0,Q9,iButton,0,2022-08-01T04:28:00Z,42.46666666666667
8/1/22,6:30:00,9.5,D0,Q9,iButton,0,2022-08-01T04:30:00Z,42.5
8/1/22,6:32:00,9.5,D0,Q9,iButton,0,2022-08-01T04:32:00Z,42.53333333333333
7/30/22,12:01:00,28.5,D1,Q1,iButton,0,2022-07-30T10:01:00Z,0.016666666666666666
7/30/22,12:03:00,29,D1,Q1,iButton,0,2022-07-30T10:03:00Z,0.05
7/30/22,12:05:00,29,D1,Q1,iButton,0,2022-07-30T10:05:00Z,0.08333333333333333
7/30/22,12:07:00,29,D1,Q1,iButton,0,2022-07-30T10:07:00Z,0.11666666666666667
7/30/22,12:09:00,29,D1,Q1,iButton,0,2022-07-30T10:09:00Z,0.15
7/30/22,12:11:00,29,D1,Q1,iButton,0,2022-07-30T10:11:00Z,0.18333333333333332
7/30/22,12:13:00,28.5,D1,Q1,iButton,0,2022-07-30T10:13:00Z,0.21666666666666667
7/30/22,12:15:00,28,D1,Q1,iButton,0,2022-07-30T10:15:00Z,0.25
7/30/22,12:17:00,27,D1,Q1,iButton,0,2022-07-30T10:17:00Z,0.2833333333333333
7/30/22,12:19:00,26.5,D1,Q1,iButton,0,2022-07-30T10:19:00Z,0.31666666666666665
7/30/22,12:21:00,26,D1,Q1,iButton,0,2022-07-30T10:21:00Z,0.35
7/30/22,12:23:00,25.5,D1,Q1,iButton,0,2022-07-30T10:23:00Z,0.38333333333333336
7/30/22,12:25:00,25.5,D1,Q1,iButton,0,2022-07-30T10:25:00Z,0.4166666666666667
7/30/22,12:27:00,25,D1,Q1,iButton,0,2022-07-30T10:27:00Z,0.45
7/30/22,12:29:00,24.5,D1,Q1,iButton,0,2022-07-30T10:29:00Z,0.48333333333333334
7/30/22,12:31:00,24.5,D1,Q1,iButton,0,2022-07-30T10:31:00Z,0.5166666666666667
7/30/22,12:33:00,24,D1,Q1,iButton,0,2022-07-30T10:33:00Z,0.55
7/30/22,12:35:00,24.5,D1,Q1,iButton,0,2022-07-30T10:35:00Z,0.5833333333333334
7/30/22,12:37:00,24,D1,Q1,iButton,0,2022-07-30T10:37:00Z,0.6166666666666667
7/30/22,12:39:00,24,D1,Q1,iButton,0,2022-07-30T10:39:00Z,0.65
7/30/22,12:41:00,23.5,D1,Q1,iButton,0,2022-07-30T10:41:00Z,0.6833333333333333
7/30/22,12:43:00,23.5,D1,Q1,iButton,0,2022-07-30T10:43:00Z,0.7166666666666667
7/30/22,12:45:00,23.5,D1,Q1,iButton,0,2022-07-30T10:45:00Z,0.75
7/30/22,12:47:00,23.5,D1,Q1,iButton,0,2022-07-30T10:47:00Z,0.7833333333333333
7/30/22,12:49:00,23.5,D1,Q1,iButton,0,2022-07-30T10:49:00Z,0.8166666666666667
7/30/22,12:51:00,23.5,D1,Q1,iButton,0,2022-07-30T10:51:00Z,0.85
7/30/22,12:53:00,23.5,D1,Q1,iButton,0,2022-07-30T10:53:00Z,0.8833333333333333
7/30/22,12:55:00,24,D1,Q1,iButton,0,2022-07-30T10:55:00Z,0.9166666666666666
7/30/22,12:57:00,24,D1,Q1,iButton,0,2022-07-30T10:57:00Z,0.95
7/30/22,12:59:00,24,D1,Q1,iButton,0,2022-07-30T10:59:00Z,0.9833333333333333
7/30/22,13:01:00,24.5,D1,Q1,iButton,0,2022-07-30T11:01:00Z,1.0166666666666666
7/30/22,13:03:00,24.5,D1,Q1,iButton,0,2022-07-30T11:03:00Z,1.05
7/30/22,13:05:00,24.5,D1,Q1,iButton,0,2022-07-30T11:05:00Z,1.0833333333333333
7/30/22,13:07:00,24.5,D1,Q1,iButton,0,2022-07-30T11:07:00Z,1.1166666666666667
7/30/22,13:09:00,24.5,D1,Q1,iButton,0,2022-07-30T11:09:00Z,1.15
7/30/22,13:11:00,24.5,D1,Q1,iButton,0,2022-07-30T11:11:00Z,1.1833333333333333
7/30/22,13:13:00,24.5,D1,Q1,iButton,0,2022-07-30T11:13:00Z,1.2166666666666666
7/30/22,13:15:00,24.5,D1,Q1,iButton,0,2022-07-30T11:15:00Z,1.25
7/30/22,13:17:00,24.5,D1,Q1,iButton,0,2022-07-30T11:17:00Z,1.2833333333333334
7/30/22,13:19:00,24.5,D1,Q1,iButton,0,2022-07-30T11:19:00Z,1.3166666666666667
7/30/22,13:21:00,25,D1,Q1,iButton,0,2022-07-30T11:21:00Z,1.35
7/30/22,13:23:00,25,D1,Q1,iButton,0,2022-07-30T11:23:00Z,1.3833333333333333
7/30/22,13:25:00,25,D1,Q1,iButton,0,2022-07-30T11:25:00Z,1.4166666666666667
7/30/22,13:27:00,25,D1,Q1,iButton,0,2022-07-30T11:27:00Z,1.45
7/30/22,13:29:00,25.5,D1,Q1,iButton,0,2022-07-30T11:29:00Z,1.4833333333333334
7/30/22,13:31:00,25.5,D1,Q1,iButton,0,2022-07-30T11:31:00Z,1.5166666666666666
7/30/22,13:33:00,25.5,D1,Q1,iButton,0,2022-07-30T11:33:00Z,1.55
7/30/22,13:35:00,25.5,D1,Q1,iButton,0,2022-07-30T11:35:00Z,1.5833333333333333
7/30/22,13:37:00,25,D1,Q1,iButton,0,2022-07-30T11:37:00Z,1.6166666666666667
7/30/22,13:39:00,25,D1,Q1,iButton,0,2022-07-30T11:39:00Z,1.65
7/30/22,13:41:00,25.5,D1,Q1,iButton,0,2022-07-30T11:41:00Z,1.6833333333333333
7/30/22,13:43:00,25.5,D1,Q1,iButton,0,2022-07-30T11:43:00Z,1.7166666666666666
7/30/22,13:45:00,25.5,D1,Q1,iButton,0,2022-07-30T11:45:00Z,1.75
7/30/22,13:47:00,25.5,D1,Q1,iButton,0,2022-07-30T11:47:00Z,1.7833333333333334
7/30/22,13:49:00,25.5,D1,Q1,iButton,0,2022-07-30T11:49:00Z,1.8166666666666667
7/30/22,13:51:00,25.5,D1,Q1,iButton,0,2022-07-30T11:51:00Z,1.85
7/30/22,13:53:00,25.5,D1,Q1,iButton,0,2022-07-30T11:53:00Z,1.8833333333333333
7/30/22,13:55:00,25.5,D1,Q1,iButton,0,2022-07-30T11:55:00Z,1.9166666666666667
7/30/22,13:57:00,25.5,D1,Q1,iButton,0,2022-07-30T11:57:00Z,1.95
7/30/22,13:59:00,25.5,D1,Q1,iButton,0,2022-07-30T11:59:00Z,1.9833333333333334
7/30/22,14:01:00,25,D1,Q1,iButton,0,2022-07-30T12:01:00Z,2.0166666666666666
7/30/22,14:03:00,25,D1,Q1,iButton,0,2022-07-30T12:03:00Z,2.05
7/30/22,14:05:00,25,D1,Q1,iButton,0,2022-07-30T12:05:00Z,2.0833333333333335
7/30/22,14:07:00,25,D1,Q1,iButton,0,2022-07-30T12:07:00Z,2.1166666666666667
7/30/22,14:09:00,25,D1,Q1,iButton,0,2022-07-30T12:09:00Z,2.15
7/30/22,14:11:00,25,D1,Q1,iButton,0,2022-07-30T12:11:00Z,2.183333333333333
7/30/22,14:13:00,24.5,D1,Q1,iButton,0,2022-07-30T12:13:00Z,2.216666666666667
7/30/22,14:15:00,24.5,D1,Q1,iButton,0,2022-07-30T12:15:00Z,2.25
7/30/22,14:17:00,24.5,D1,Q1,iButton,0,2022-07-30T12:17:00Z,2.283333333333333
7/30/22,14:19:00,24,D1,Q1,iButton,0,2022-07-30T12:19:00Z,2.316666666666667
7/30/22,14:21:00,24,D1,Q1,iButton,0,2022-07-30T12:21:00Z,2.35
7/30/22,14:23:00,24,D1,Q1,iButton,0,2022-07-30T12:23:00Z,2.3833333333333333
7/30/22,14:25:00,24,D1,Q1,iButton,0,2022-07-30T12:25:00Z,2.4166666666666665
7/30/22,14:27:00,24,D1,Q1,iButton,0,2022-07-30T12:27:00Z,2.45
7/30/22,14:29:00,24.5,D1,Q1,iButton,0,2022-07-30T12:29:00Z,2.4833333333333334
7/30/22,14:31:00,24.5,D1,Q1,iButton,0,2022-07-30T12:31:00Z,2.5166666666666666
7/30/22,14:33:00,24.5,D1,Q1,iButton,0,2022-07-30T12:33:00Z,2.55
7/30/22,14:35:00,24.5,D1,Q1,iButton,0,2022-07-30T12:35:00Z,2.5833333333333335
7/30/22,14:37:00,24,D1,Q1,iButton,0,2022-07-30T12:37:00Z,2.6166666666666667
7/30/22,14:39:00,24,D1,Q1,iButton,0,2022-07-30T12:39:00Z,2.65
7/30/22,14:41:00,24,D1,Q1,iButton,0,2022-07-30T12:41:00Z,2.683333333333333
7/30/22,14:43:00,24,D1,Q1,iButton,0,2022-07-30T12:43:00Z,2.716666666666667
7/30/22,14:45:00,23.5,D1,Q1,iButton,0,2022-07-30T12:45:00Z,2.75
7/30/22,14:47:00,23.5,D1,Q1,iButton,0,2022-07-30T12:47:00Z,2.783333333333333
7/30/22,14:49:00,23.5,D1,Q1,iButton,0,2022-07-30T12:49:00Z,2.816666666666667
7/30/22,14:51:00,23.5,D1,Q1,iButton,0,2022-07-30T12:51:00Z,2.85
7/30/22,14:53:00,23.5,D1,Q1,iButton,0,2022-07-30T12:53:00Z,2.8833333333333333
7/30/22,14:55:00,23.5,D1,Q1,iButton,0,2022-07-30T12:55:00Z,2.9166666666666665
7/30/22,14:57:00,23.5,D1,Q1,iButton,0,2022-07-30T12:57:00Z,2.95
7/30/22,14:59:00,23.5,D1,Q1,iButton,0,2022-07-30T12:59:00Z,2.9833333333333334
7/30/22,15:01:00,23.5,D1,Q1,iButton,0,2022-07-30T13:01:00Z,3.0166666666666666
7/30/22,15:03:00,23.5,D1,Q1,iButton,0,2022-07-30T13:03:00Z,3.05
7/30/22,15:05:00,23.5,D1,Q1,iButton,0,2022-07-30T13:05:00Z,3.0833333333333335
7/30/22,15:07:00,23.5,D1,Q1,iButton,0,2022-07-30T13:07:00Z,3.1166666666666667
7/30/22,15:09:00,23.5,D1,Q1,iButton,0,2022-07-30T13:09:00Z,3.15
7/30/22,15:11:00,23,D1,Q1,iButton,0,2022-07-30T13:11:00Z,3.183333333333333
7/30/22,15:13:00,23,D1,Q1,iButton,0,2022-07-30T13:13:00Z,3.216666666666667
7/30/22,15:15:00,23,D1,Q1,iButton,0,2022-07-30T13:15:00Z,3.25
7/30/22,15:17:00,23,D1,Q1,iButton,0,2022-07-30T13:17:00Z,3.283333333333333
7/30/22,15:19:00,23.5,D1,Q1,iButton,0,2022-07-30T13:19:00Z,3.316666666666667
7/30/22,15:21:00,23,D1,Q1,iButton,0,2022-07-30T13:21:00Z,3.35
7/30/22,15:23:00,23,D1,Q1,iButton,0,2022-07-30T13:23:00Z,3.3833333333333333
7/30/22,15:25:00,23,D1,Q1,iButton,0,2022-07-30T13:25:00Z,3.4166666666666665
7/30/22,15:27:00,22.5,D1,Q1,iButton,0,2022-07-30T13:27:00Z,3.45
7/30/22,15:29:00,22.5,D1,Q1,iButton,0,2022-07-30T13:29:00Z,3.4833333333333334
7/30/22,15:31:00,22.5,D1,Q1,iButton,0,2022-07-30T13:31:00Z,3.5166666666666666
7/30/22,15:33:00,22.5,D1,Q1,iButton,0,2022-07-30T13:33:00Z,3.55
7/30/22,15:35:00,22.5,D1,Q1,iButton,0,2022-07-30T13:35:00Z,3.5833333333333335
7/30/22,15:37:00,22.5,D1,Q1,iButton,0,2022-07-30T13:37:00Z,3.6166666666666667
7/30/22,15:39:00,22.5,D1,Q1,iButton,0,2022-07-30T13:39:00Z,3.65
7/30/22,15:41:00,22.5,D1,Q1,iButton,0,2022-07-30T13:41:00Z,3.683333333333333
7/30/22,15:43:00,22.5,D1,Q1,iButton,0,2022-07-30T13:43:00Z,3.716666666666667
7/30/22,15:45:00,22.5,D1,Q1,iButton,0,2022-07-30T13:45:00Z,3.75
7/30/22,15:47:00,22.5,D1,Q1,iButton,0,2022-07-30T13:47:00Z,3.783333333333333
7/30/22,15:49:00,22.5,D1,Q1,iButton,0,2022-07-30T13:49:00Z,3.816666666666667
7/30/22,15:51:00,22.5,D1,Q1,iButton,0,2022-07-30T13:51:00Z,3.85
7/30/22,15:53:00,22.5,D1,Q1,iButton,0,2022-07-30T13:53:00Z,3.8833333333333333
7/30/22,15:55:00,22.5,D1,Q1,iButton,0,2022-07-30T13:55:00Z,3.9166666666666665
7/30/22,15:57:00,22.5,D1,Q1,iButton,0,2022-07-30T13:57:00Z,3.95
7/30/22,15:59:00,22,D1,Q1,iButton,0,2022-07-30T13:59:00Z,3.9833333333333334
7/30/22,16:01:00,22,D1,Q1,iButton,0,2022-07-30T14:01:00Z,4.016666666666667
7/30/22,16:03:00,22,D1,Q1,iButton,0,2022-07-30T14:03:00Z,4.05
7/30/22,16:05:00,22,D1,Q1,iButton,0,2022-07-30T14:05:00Z,4.083333333333333
7/30/22,16:07:00,22,D1,Q1,iButton,0,2022-07-30T14:07:00Z,4.116666666666666
7/30/22,16:09:00,22,D1,Q1,iButton,0,2022-07-30T14:09:00Z,4.15
7/30/22,16:11:00,21.5,D1,Q1,iButton,0,2022-07-30T14:11:00Z,4.183333333333334
7/30/22,16:13:00,21.5,D1,Q1,iButton,0,2022-07-30T14:13:00Z,4.216666666666667
7/30/22,16:15:00,21.5,D1,Q1,iButton,0,2022-07-30T14:15:00Z,4.25
7/30/22,16:17:00,21.5,D1,Q1,iButton,0,2022-07-30T14:17:00Z,4.283333333333333
7/30/22,16:19:00,21.5,D1,Q1,iButton,0,2022-07-30T14:19:00Z,4.316666666666666
7/30/22,16:21:00,21,D1,Q1,iButton,0,2022-07-30T14:21:00Z,4.35
7/30/22,16:23:00,21,D1,Q1,iButton,0,2022-07-30T14:23:00Z,4.383333333333334
7/30/22,16:25:00,21,D1,Q1,iButton,0,2022-07-30T14:25:00Z,4.416666666666667
7/30/22,16:27:00,21,D1,Q1,iButton,0,2022-07-30T14:27:00Z,4.45
7/30/22,16:29:00,21,D1,Q1,iButton,0,2022-07-30T14:29:00Z,4.483333333333333
7/30/22,16:31:00,21,D1,Q1,iButton,0,2022-07-30T14:31:00Z,4.516666666666667
7/30/22,16:33:00,21,D1,Q1,iButton,0,2022-07-30T14:33:00Z,4.55
7/30/22,16:35:00,20.5,D1,Q1,iButton,0,2022-07-30T14:35:00Z,4.583333333333333
7/30/22,16:37:00,20.5,D1,Q1,iButton,0,2022-07-30T14:37:00Z,4.616666666666666
7/30/22,16:39:00,20.5,D1,Q1,iButton,0,2022-07-30T14:39:00Z,4.65
7/30/22,16:41:00,20.5,D1,Q1,iButton,0,2022-07-30T14:41:00Z,4.683333333333334
7/30/22,16:43:00,20.5,D1,Q1,iButton,0,2022-07-30T14:43:00Z,4.716666666666667
7/30/22,16:45:00,20.5,D1,Q1,iButton,0,2022-07-30T14:45:00Z,4.75
7/30/22,16:47:00,20,D1,Q1,iButton,0,2022-07-30T14:47:00Z,4.783333333333333
7/30/22,16:49:00,20,D1,Q1,iButton,0,2022-07-30T14:49:00Z,4.816666666666666
7/30/22,16:51:00,20,D1,Q1,iButton,0,2022-07-30T14:51:00Z,4.85
7/30/22,16:53:00,20,D1,Q1,iButton,0,2022-07-30T14:53:00Z,4.883333333333334
7/30/22,16:55:00,20,D1,Q1,iButton,0,2022-07-30T14:55:00Z,4.916666666666667
7/30/22,16:57:00,19.5,D1,Q1,iButton,0,2022-07-30T14:57:00Z,4.95
7/30/22,16:59:00,19.5,D1,Q1,iButton,0,2022-07-30T14:59:00Z,4.983333333333333
7/30/22,17:01:00,19.5,D1,Q1,iButton,0,2022-07-30T15:01:00Z,5.016666666666667
7/30/22,17:03:00,19.5,D1,Q1,iButton,0,2022-07-30T15:03:00Z,5.05
7/30/22,17:05:00,19,D1,Q1,iButton,0,2022-07-30T15:05:00Z,5.083333333333333
7/30/22,17:07:00,19,D1,Q1,iButton,0,2022-07-30T15:07:00Z,5.116666666666666
7/30/22,17:09:00,19,D1,Q1,iButton,0,2022-07-30T15:09:00Z,5.15
7/30/22,17:11:00,19,D1,Q1,iButton,0,2022-07-30T15:11:00Z,5.183333333333334
7/30/22,17:13:00,19,D1,Q1,iButton,0,2022-07-30T15:13:00Z,5.216666666666667
7/30/22,17:15:00,18.5,D1,Q1,iButton,0,2022-07-30T15:15:00Z,5.25
7/30/22,17:17:00,18.5,D1,Q1,iButton,0,2022-07-30T15:17:00Z,5.283333333333333
7/30/22,17:19:00,18.5,D1,Q1,iButton,0,2022-07-30T15:19:00Z,5.316666666666666
7/30/22,17:21:00,18.5,D1,Q1,iButton,0,2022-07-30T15:21:00Z,5.35
7/30/22,17:23:00,18.5,D1,Q1,iButton,0,2022-07-30T15:23:00Z,5.383333333333334
7/30/22,17:25:00,18,D1,Q1,iButton,0,2022-07-30T15:25:00Z,5.416666666666667
7/30/22,17:27:00,18,D1,Q1,iButton,0,2022-07-30T15:27:00Z,5.45
7/30/22,17:29:00,18,D1,Q1,iButton,0,2022-07-30T15:29:00Z,5.483333333333333
7/30/22,17:31:00,18,D1,Q1,iButton,0,2022-07-30T15:31:00Z,5.516666666666667
7/30/22,17:33:00,17.5,D1,Q1,iButton,0,2022-07-30T15:33:00Z,5.55
7/30/22,17:35:00,17.5,D1,Q1,iButton,0,2022-07-30T15:35:00Z,5.583333333333333
