,date,time,unit,temperature,condition,species,quadrat,loggertype,datetime
13597,7/25/22,1:19:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:19
13598,7/25/22,1:21:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:21
13599,7/25/22,1:23:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:23
13600,7/25/22,1:25:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:25
13601,7/25/22,1:27:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:27
13602,7/25/22,1:29:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:29
13603,7/25/22,1:31:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:31
13604,7/25/22,1:33:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:33
13605,7/25/22,1:35:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:35
13606,7/25/22,1:37:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:37
13607,7/25/22,1:39:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:39
13608,7/25/22,1:41:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:41
13609,7/25/22,1:43:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:43
13610,7/25/22,1:45:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:45
13611,7/25/22,1:47:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:47
13612,7/25/22,1:49:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:49
13613,7/25/22,1:51:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:51
13614,7/25/22,1:53:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:53
13615,7/25/22,1:55:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:55
13616,7/25/22,1:57:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:57
13617,7/25/22,1:59:00,C,12.5,B,SP,Q7,iButton,7/25/22 1:59
13618,7/25/22,2:01:00,C,12.5,B,SP,Q7,iButton,7/25/22 2:01
13619,7/25/22,2:03:00,C,12.5,B,SP,Q7,iButton,7/25/22 2:03
13620,7/25/22,2:05:00,C,12.5,B,SP,Q7,iButton,7/25/22 2:05
13621,7/25/22,2:07:00,C,12.5,B,SP,Q7,iButton,7/25/22 2:07
13622,7/25/22,2:09:00,C,12.5,B,SP,Q7,iButton,7/25/22 2:09
13623,7/25/22,2:11:00,C,12.5,B,SP,Q7,iButton,7/25/22 2:11
13624,7/25/22,2:13:00,C,12.5,B,SP,Q7,iButton,7/25/22 2:13
13625,7/25/22,2:15:00,C,12,B,SP,Q7,iButton,7/25/22 2:15
13626,7/25/22,2:17:00,C,12,B,SP,Q7,iButton,7/25/22 2:17
13627,7/25/22,2:19:00,C,12,B,SP,Q7,iButton,7/25/22 2:19
13628,7/25/22,2:21:00,C,12,B,SP,Q7,iButton,7/25/22 2:21
13629,7/25/22,2:23:00,C,12,B,SP,Q7,iButton,7/25/22 2:23
13630,7/25/22,2:25:00,C,12,B,SP,Q7,iButton,7/25/22 2:25
13631,7/25/22,2:27:00,C,12,B,SP,Q7,iButton,7/25/22 2:27
13632,7/25/22,2:29:00,C,12,B,SP,Q7,iButton,7/25/22 2:29
13633,7/25/22,2:31:00,C,12,B,SP,Q7,iButton,7/25/22 2:31
13634,7/25/22,2:33:00,C,12,B,SP,Q7,iButton,7/25/22 2:33
13635,7/25/22,2:35:00,C,12,B,SP,Q7,iButton,7/25/22 2:35
13636,7/25/22,2:37:00,C,11.5,B,SP,Q7,iButton,7/25/22 2:37
13637,7/25/22,2:39:00,C,11.5,B,SP,Q7,iButton,7/25/22 2:39
13638,7/25/22,2:41:00,C,11.5,B,SP,Q7,iButton,7/25/22 2:41
13639,7/25/22,2:43:00,C,11.5,B,SP,Q7,iButton,7/25/22 2:43
13640,7/25/22,2:45:00,C,11.5,B,SP,Q7,iButton,7/25/22 2:45
13641,7/25/22,2:47:00,C,11.5,B,SP,Q7,iButton,7/25/22 2:47
13642,7/25/22,2:49:00,C,11.5,B,SP,Q7,iButton,7/25/22 2:49
13643,7/25/22,2:51:00,C,11.5,B,SP,Q7,iButton,7/25/22 2:51
13644,7/25/22,2:53:00,C,11.5,B,SP,Q7,iButton,7/25/22 2:53
13645,7/25/22,2:55:00,C,11.5,B,SP,Q7,iButton,7/25/22 2:55
13646,7/25/22,2:57:00,C,11.5,B,SP,Q7,iButton,7/25/22 2:57
13647,7/25/22,2:59:00,C,11.5,B,SP,Q7,iButton,7/25/22 2:59
13648,7/25/22,3:01:00,C,11.5,B,SP,Q7,iButton,7/25/22 3:01
13649,7/25/22,3:03:00,C,11.5,B,SP,Q7,iButton,7/25/22 3:03
13650,7/25/22,3:05:00,C,11.5,B,SP,Q7,iButton,7/25/22 3:05
13651,7/25/22,3:07:00,C,11.5,B,SP,Q7,iButton,7/25/22 3:07
13652,7/25/22,3:09:00,C,11.5,B,SP,Q7,iButton,7/25/22 3:09
13653,7/25/22,3:11:00,C,11.5,B,SP,Q7,iButton,7/25/22 3:11
13654,7/25/22,3:13:00,C,11.5,B,SP,Q7,iButton,7/25/22 3:13
13655,7/25/22,3:15:00,C,11.5,B,SP,Q7,iButton,7/25/22 3:15
13656,7/25/22,3:17:00,C,11.5,B,SP,Q7,iButton,7/25/22 3:17
13657,7/25/22,3:19:00,C,11.5,B,SP,Q7,iButton,7/25/22 3:19
13658,7/25/22,3:21:00,C,11.5,B,SP,Q7,iButton,7/25/22 3:21
13659,7/25/22,3:23:00,C,11,B,SP,Q7,iButton,7/25/22 3:23
13660,7/25/22,3:25:00,C,11,B,SP,Q7,iButton,7/25/22 3:25
13661,7/25/22,3:27:00,C,11,B,SP,Q7,iButton,7/25/22 3:27
13662,7/25/22,3:29:00,C,11,B,SP,Q7,iButton,7/25/22 3:29
13663,7/25/22,3:31:00,C,11,B,SP,Q7,iButton,7/25/22 3:31
13664,7/25/22,3:33:00,C,11,B,SP,Q7,iButton,7/25/22 3:33
13665,7/25/22,3:35:00,C,11,B,SP,Q7,iButton,7/25/22 3:35
13666,7/25/22,3:37:00,C,11,B,SP,Q7,iButton,7/25/22 3:37
13667,7/25/22,3:39:00,C,11,B,SP,Q7,iButton,7/25/22 3:39
13668,7/25/22,3:41:00,C,11,B,SP,Q7,iButton,7/25/22 3:41
13669,7/25/22,3:43:00,C,11,B,SP,Q7,iButton,7/25/22 3:43
13670,7/25/22,3:45:00,C,11,B,SP,Q7,iButton,7/25/22 3:45
13671,7/25/22,3:47:00,C,11,B,SP,Q7,iButton,7/25/22 3:47
13672,7/25/22,3:49:00,C,10.5,B,SP,Q7,iButton,7/25/22 3:49
13673,7/25/22,3:51:00,C,10.5,B,SP,Q7,iButton,7/25/22 3:51
13674,7/25/22,3:53:00,C,10.5,B,SP,Q7,iButton,7/25/22 3:53
13675,7/25/22,3:55:00,C,10.5,B,SP,Q7,iButton,7/25/22 3:55
13676,7/25/22,3:57:00,C,10.5,B,SP,Q7,iButton,7/25/22 3:57
13677,7/25/22,3:59:00,C,10.5,B,SP,Q7,iButton,7/25/22 3:59
13678,7/25/22,4:01:00,C,10.5,B,SP,Q7,iButton,7/25/22 4:01
13679,7/25/22,4:03:00,C,10.5,B,SP,Q7,iButton,7/25/22 4:03
13680,7/25/22,4:05:00,C,10.5,B,SP,Q7,iButton,7/25/22 4:05
13681,7/25/22,4:07:00,C,10.5,B,SP,Q7,iButton,7/25/22 4:07
13682,7/25/22,4:09:00,C,10.5,B,SP,Q7,iButton,7/25/22 4:09
13683,7/25/22,4:11:00,C,10.5,B,SP,Q7,iButton,7/25/22 4:11
13684,7/25/22,4:13:00,C,10.5,B,SP,Q7,iButton,7/25/22 4:13
13685,7/25/22,4:15:00,C,10.5,B,SP,Q7,iButton,7/25/22 4:15
13686,7/25/22,4:17:00,C,10.5,B,SP,Q7,iButton,7/25/22 4:17
13687,7/25/22,4:19:00,C,10.5,B,SP,Q7,iButton,7/25/22 4:19
13688,7/25/22,4:21:00,C,10.5,B,SP,Q7,iButton,7/25/22 4:21
13689,7/25/22,4:23:00,C,10.5,B,SP,Q7,iButton,7/25/22 4:23
13690,7/25/22,4:25:00,C,10.5,B,SP,Q7,iButton,7/25/22 4:25
13691,7/25/22,4:27:00,C,10,B,SP,Q7,iButton,7/25/22 4:27
13692,7/25/22,4:29:00,C,10,B,SP,Q7,iButton,7/25/22 4:29
13693,7/25/22,4:31:00,C,10,B,SP,Q7,iButton,7/25/22 4:31
13694,7/25/22,4:33:00,C,10,B,SP,Q7,iButton,7/25/22 4:33
13695,7/25/22,4:35:00,C,10,B,SP,Q7,iButton,7/25/22 4:35
13696,7/25/22,4:37:00,C,10,B,SP,Q7,iButton,7/25/22 4:37
13697,7/25/22,4:39:00,C,10,B,SP,Q7,iButton,7/25/22 4:39
13698,7/25/22,4:41:00,C,10,B,SP,Q7,iButton,7/25/22 4:41
13699,7/25/22,4:43:00,C,10,B,SP,Q7,iButton,7/25/22 4:43
13700,7/25/22,4:45:00,C,10,B,SP,Q7,iButton,7/25/22 4:45
13701,7/25/22,4:47:00,C,10,B,SP,Q7,iButton,7/25/22 4:47
13702,7/25/22,4:49:00,C,10,B,SP,Q7,iButton,7/25/22 4:49
13703,7/25/22,4:51:00,C,10,B,SP,Q7,iButton,7/25/22 4:51
13704,7/25/22,4:53:00,C,10,B,SP,Q7,iButton,7/25/22 4:53
13705,7/25/22,4:55:00,C,10,B,SP,Q7,iButton,7/25/22 4:55
13706,7/25/22,4:57:00,C,10,B,SP,Q7,iButton,7/25/22 4:57
13707,7/25/22,4:59:00,C,10,B,SP,Q7,iButton,7/25/22 4:59
13708,7/25/22,5:01:00,C,10,B,SP,Q7,iButton,7/25/22 5:01
13709,7/25/22,5:03:00,C,10,B,SP,Q7,iButton,7/25/22 5:03
13710,7/25/22,5:05:00,C,10,B,SP,Q7,iButton,7/25/22 5:05
13711,7/25/22,5:07:00,C,10,B,SP,Q7,iButton,7/25/22 5:07
13712,7/25/22,5:09:00,C,10,B,SP,Q7,iButton,7/25/22 5:09
13713,7/25/22,5:11:00,C,10,B,SP,Q7,iButton,7/25/22 5:11
13714,7/25/22,5:13:00,C,10,B,SP,Q7,iButton,7/25/22 5:13
13715,7/25/22,5:15:00,C,10,B,SP,Q7,iButton,7/25/22 5:15
13716,7/25/22,5:17:00,C,10,B,SP,Q7,iButton,7/25/22 5:17
13717,7/25/22,5:19:00,C,10,B,SP,Q7,iButton,7/25/22 5:19
13718,7/25/22,5:21:00,C,10,B,SP,Q7,iButton,7/25/22 5:21
13719,7/25/22,5:23:00,C,10,B,SP,Q7,iButton,7/25/22 5:23
13720,7/25/22,5:25:00,C,10,B,SP,Q7,iButton,7/25/22 5:25
13721,7/25/22,5:27:00,C,10,B,SP,Q7,iButton,7/25/22 5:27
13722,7/25/22,5:29:00,C,10,B,SP,Q7,iButton,7/25/22 5:29
13723,7/25/22,5:31:00,C,10,B,SP,Q7,iButton,7/25/22 5:31
13724,7/25/22,5:33:00,C,10,B,SP,Q7,iButton,7/25/22 5:33
13725,7/25/22,5:35:00,C,10,B,SP,Q7,iButton,7/25/22 5:35
13726,7/25/22,5:37:00,C,10,B,SP,Q7,iButton,7/25/22 5:37
13727,7/25/22,5:39:00,C,10,B,SP,Q7,iButton,7/25/22 5:39
13728,7/25/22,5:41:00,C,10,B,SP,Q7,iButton,7/25/22 5:41
13729,7/25/22,5:43:00,C,10,B,SP,Q7,iButton,7/25/22 5:43
13730,7/25/22,5:45:00,C,10,B,SP,Q7,iButton,7/25/22 5:45
13731,7/25/22,5:47:00,C,10,B,SP,Q7,iButton,7/25/22 5:47
13732,7/25/22,5:49:00,C,10,B,SP,Q7,iButton,7/25/22 5:49
13733,7/25/22,5:51:00,C,10,B,SP,Q7,iButton,7/25/22 5:51
13734,7/25/22,5:53:00,C,10,B,SP,Q7,iButton,7/25/22 5:53
13735,7/25/22,5:55:00,C,10,B,SP,Q7,iButton,7/25/22 5:55
13736,7/25/22,5:57:00,C,10,B,SP,Q7,iButton,7/25/22 5:57
13737,7/25/22,5:59:00,C,10,B,SP,Q7,iButton,7/25/22 5:59
13738,7/25/22,6:01:00,C,10,B,SP,Q7,iButton,7/25/22 6:01
13739,7/25/22,6:03:00,C,10,B,SP,Q7,iButton,7/25/22 6:03
13740,7/25/22,6:05:00,C,10,B,SP,Q7,iButton,7/25/22 6:05
13741,7/25/22,6:07:00,C,10,B,SP,Q7,iButton,7/25/22 6:07
13742,7/25/22,6:09:00,C,10,B,SP,Q7,iButton,7/25/22 6:09
13743,7/25/22,6:11:00,C,10,B,SP,Q7,iButton,7/25/22 6:11
13744,7/25/22,6:13:00,C,10,B,SP,Q7,iButton,7/25/22 6:13
13745,7/25/22,6:15:00,C,10,B,SP,Q7,iButton,7/25/22 6:15
13746,7/25/22,6:17:00,C,10,B,SP,Q7,iButton,7/25/22 6:17
13747,7/25/22,6:19:00,C,10,B,SP,Q7,iButton,7/25/22 6:19
13748,7/25/22,6:21:00,C,10,B,SP,Q7,iButton,7/25/22 6:21
13749,7/25/22,6:23:00,C,10,B,SP,Q7,iButton,7/25/22 6:23
13750,7/25/22,6:25:00,C,10,B,SP,Q7,iButton,7/25/22 6:25
13751,7/25/22,6:27:00,C,10,B,SP,Q7,iButton,7/25/22 6:27
13752,7/25/22,6:29:00,C,10,B,SP,Q7,iButton,7/25/22 6:29
13753,7/25/22,6:31:00,C,10,B,SP,Q7,iButton,7/25/22 6:31
13754,7/25/22,6:33:00,C,10,B,SP,Q7,iButton,7/25/22 6:33
13755,7/25/22,6:35:00,C,9.5,B,SP,Q7,iButton,7/25/22 6:35
13756,7/25/22,6:37:00,C,9.5,B,SP,Q7,iButton,7/25/22 6:37
13757,7/25/22,6:39:00,C,9.5,B,SP,Q7,iButton,7/25/22 6:39
13758,7/25/22,6:41:00,C,9.5,B,SP,Q7,iButton,7/25/22 6:41
13759,7/25/22,6:43:00,C,9.5,B,SP,Q7,iButton,7/25/22 6:43
13760,7/25/22,6:45:00,C,9.5,B,SP,Q7,iButton,7/25/22 6:45
13761,7/25/22,6:47:00,C,9.5,B,SP,Q7,iButton,7/25/22 6:47
13762,7/25/22,6:49:00,C,9.5,B,SP,Q7,iButton,7/25/22 6:49
13763,7/25/22,6:51:00,C,9.5,B,SP,Q7,iButton,7/25/22 6:51
13764,7/25/22,6:53:00,C,9.5,B,SP,Q7,iButton,7/25/22 6:53
13765,7/25/22,6:55:00,C,9.5,B,SP,Q7,iButton,7/25/22 6:55
13766,7/25/22,6:57:00,C,9.5,B,SP,Q7,iButton,7/25/22 6:57
13767,7/25/22,6:59:00,C,9.5,B,SP,Q7,iButton,7/25/22 6:59
13768,7/25/22,7:01:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:01
13769,7/25/22,7:03:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:03
13770,7/25/22,7:05:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:05
13771,7/25/22,7:07:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:07
13772,7/25/22,7:09:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:09
13773,7/25/22,7:11:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:11
13774,7/25/22,7:13:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:13
13775,7/25/22,7:15:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:15
13776,7/25/22,7:17:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:17
13777,7/25/22,7:19:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:19
13778,7/25/22,7:21:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:21
13779,7/25/22,7:23:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:23
13780,7/25/22,7:25:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:25
13781,7/25/22,7:27:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:27
13782,7/25/22,7:29:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:29
13783,7/25/22,7:31:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:31
13784,7/25/22,7:33:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:33
13785,7/25/22,7:35:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:35
13786,7/25/22,7:37:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:37
13787,7/25/22,7:39:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:39
13788,7/25/22,7:41:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:41
13789,7/25/22,7:43:00,C,9,B,SP,Q7,iButton,7/25/22 7:43
13790,7/25/22,7:45:00,C,9,B,SP,Q7,iButton,7/25/22 7:45
13791,7/25/22,7:47:00,C,9,B,SP,Q7,iButton,7/25/22 7:47
13792,7/25/22,7:49:00,C,9,B,SP,Q7,iButton,7/25/22 7:49
13793,7/25/22,7:51:00,C,9,B,SP,Q7,iButton,7/25/22 7:51
13794,7/25/22,7:53:00,C,9,B,SP,Q7,iButton,7/25/22 7:53
13795,7/25/22,7:55:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:55
13796,7/25/22,7:57:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:57
13797,7/25/22,7:59:00,C,9.5,B,SP,Q7,iButton,7/25/22 7:59
13798,7/25/22,8:01:00,C,9.5,B,SP,Q7,iButton,7/25/22 8:01
13799,7/25/22,8:03:00,C,9.5,B,SP,Q7,iButton,7/25/22 8:03
13800,7/25/22,8:05:00,C,9.5,B,SP,Q7,iButton,7/25/22 8:05
13801,7/25/22,8:07:00,C,9.5,B,SP,Q7,iButton,7/25/22 8:07
13802,7/25/22,8:09:00,C,9.5,B,SP,Q7,iButton,7/25/22 8:09
13803,7/25/22,8:11:00,C,10,B,SP,Q7,iButton,7/25/22 8:11
13804,7/25/22,8:13:00,C,10,B,SP,Q7,iButton,7/25/22 8:13
13805,7/25/22,8:15:00,C,10,B,SP,Q7,iButton,7/25/22 8:15
13806,7/25/22,8:17:00,C,10,B,SP,Q7,iButton,7/25/22 8:17
13807,7/25/22,8:19:00,C,10,B,SP,Q7,iButton,7/25/22 8:19
13808,7/25/22,8:21:00,C,10.5,B,SP,Q7,iButton,7/25/22 8:21
13809,7/25/22,8:23:00,C,10.5,B,SP,Q7,iButton,7/25/22 8:23
13810,7/25/22,8:25:00,C,10.5,B,SP,Q7,iButton,7/25/22 8:25
13811,7/25/22,8:27:00,C,11,B,SP,Q7,iButton,7/25/22 8:27
13812,7/25/22,8:29:00,C,11,B,SP,Q7,iButton,7/25/22 8:29
13813,7/25/22,8:31:00,C,11,B,SP,Q7,iButton,7/25/22 8:31
13814,7/25/22,8:33:00,C,11.5,B,SP,Q7,iButton,7/25/22 8:33
13815,7/25/22,8:35:00,C,11.5,B,SP,Q7,iButton,7/25/22 8:35
13816,7/25/22,8:37:00,C,11.5,B,SP,Q7,iButton,7/25/22 8:37
13817,7/25/22,8:39:00,C,12,B,SP,Q7,iButton,7/25/22 8:39
13818,7/25/22,8:41:00,C,12,B,SP,Q7,iButton,7/25/22 8:41
13819,7/25/22,8:43:00,C,12.5,B,SP,Q7,iButton,7/25/22 8:43
13820,7/25/22,8:45:00,C,12.5,B,SP,Q7,iButton,7/25/22 8:45
13821,7/25/22,8:47:00,C,13,B,SP,Q7,iButton,7/25/22 8:47
13822,7/25/22,8:49:00,C,13,B,SP,Q7,iButton,7/25/22 8:49
13823,7/25/22,8:51:00,C,13,B,SP,Q7,iButton,7/25/22 8:51
13824,7/25/22,8:53:00,C,13.5,B,SP,Q7,iButton,7/25/22 8:53
13825,7/25/22,8:55:00,C,13.5,B,SP,Q7,iButton,7/25/22 8:55
13826,7/25/22,8:57:00,C,14,B,SP,Q7,iButton,7/25/22 8:57
13827,7/25/22,8:59:00,C,14,B,SP,Q7,iButton,7/25/22 8:59
13828,7/25/22,9:01:00,C,14.5,B,SP,Q7,iButton,7/25/22 9:01
13829,7/25/22,9:03:00,C,14.5,B,SP,Q7,iButton,7/25/22 9:03
13830,7/25/22,9:05:00,C,15,B,SP,Q7,iButton,7/25/22 9:05
13831,7/25/22,9:07:00,C,15.5,B,SP,Q7,iButton,7/25/22 9:07
13832,7/25/22,9:09:00,C,15.5,B,SP,Q7,iButton,7/25/22 9:09
13833,7/25/22,9:11:00,C,16,B,SP,Q7,iButton,7/25/22 9:11
13834,7/25/22,9:13:00,C,16,B,SP,Q7,iButton,7/25/22 9:13
13835,7/25/22,9:15:00,C,16.5,B,SP,Q7,iButton,7/25/22 9:15
13836,7/25/22,9:17:00,C,16.5,B,SP,Q7,iButton,7/25/22 9:17
13837,7/25/22,9:19:00,C,17,B,SP,Q7,iButton,7/25/22 9:19
13838,7/25/22,9:21:00,C,17,B,SP,Q7,iButton,7/25/22 9:21
13839,7/25/22,9:23:00,C,17.5,B,SP,Q7,iButton,7/25/22 9:23
13840,7/25/22,9:25:00,C,18,B,SP,Q7,iButton,7/25/22 9:25
13841,7/25/22,9:27:00,C,18,B,SP,Q7,iButton,7/25/22 9:27
13842,7/25/22,9:29:00,C,18.5,B,SP,Q7,iButton,7/25/22 9:29
13843,7/25/22,9:31:00,C,18.5,B,SP,Q7,iButton,7/25/22 9:31
13844,7/25/22,9:33:00,C,19,B,SP,Q7,iButton,7/25/22 9:33
13845,7/25/22,9:35:00,C,19.5,B,SP,Q7,iButton,7/25/22 9:35
13846,7/25/22,9:37:00,C,19.5,B,SP,Q7,iButton,7/25/22 9:37
13847,7/25/22,9:39:00,C,20,B,SP,Q7,iButton,7/25/22 9:39
13848,7/25/22,9:41:00,C,20,B,SP,Q7,iButton,7/25/22 9:41
13849,7/25/22,9:43:00,C,20.5,B,SP,Q7,iButton,7/25/22 9:43
13850,7/25/22,9:45:00,C,20.5,B,SP,Q7,iButton,7/25/22 9:45
13851,7/25/22,9:47:00,C,21,B,SP,Q7,iButton,7/25/22 9:47
13852,7/25/22,9:49:00,C,21.5,B,SP,Q7,iButton,7/25/22 9:49
13853,7/25/22,9:51:00,C,21.5,B,SP,Q7,iButton,7/25/22 9:51
13854,7/25/22,9:53:00,C,22,B,SP,Q7,iButton,7/25/22 9:53
13855,7/25/22,9:55:00,C,22,B,SP,Q7,iButton,7/25/22 9:55
13856,7/25/22,9:57:00,C,22.5,B,SP,Q7,iButton,7/25/22 9:57
13857,7/25/22,9:59:00,C,22.5,B,SP,Q7,iButton,7/25/22 9:59
13858,7/25/22,10:01:00,C,23,B,SP,Q7,iButton,7/25/22 10:01
13859,7/25/22,10:03:00,C,23,B,SP,Q7,iButton,7/25/22 10:03
13860,7/25/22,10:05:00,C,23.5,B,SP,Q7,iButton,7/25/22 10:05
13861,7/25/22,10:07:00,C,24,B,SP,Q7,iButton,7/25/22 10:07
13862,7/25/22,10:09:00,C,24,B,SP,Q7,iButton,7/25/22 10:09
13863,7/25/22,10:11:00,C,24.5,B,SP,Q7,iButton,7/25/22 10:11
13864,7/25/22,10:13:00,C,25,B,SP,Q7,iButton,7/25/22 10:13
13865,7/25/22,10:15:00,C,25,B,SP,Q7,iButton,7/25/22 10:15
13866,7/25/22,10:17:00,C,25.5,B,SP,Q7,iButton,7/25/22 10:17
13867,7/25/22,10:19:00,C,25.5,B,SP,Q7,iButton,7/25/22 10:19
13868,7/25/22,10:21:00,C,26,B,SP,Q7,iButton,7/25/22 10:21
13869,7/25/22,10:23:00,C,26.5,B,SP,Q7,iButton,7/25/22 10:23
13870,7/25/22,10:25:00,C,26.5,B,SP,Q7,iButton,7/25/22 10:25
13871,7/25/22,10:27:00,C,27,B,SP,Q7,iButton,7/25/22 10:27
13872,7/25/22,10:29:00,C,27.5,B,SP,Q7,iButton,7/25/22 10:29
13873,7/25/22,10:31:00,C,27.5,B,SP,Q7,iButton,7/25/22 10:31
13874,7/25/22,10:33:00,C,28,B,SP,Q7,iButton,7/25/22 10:33
13875,7/25/22,10:35:00,C,28,B,SP,Q7,iButton,7/25/22 10:35
13876,7/25/22,10:37:00,C,28.5,B,SP,Q7,iButton,7/25/22 10:37
13877,7/25/22,10:39:00,C,29,B,SP,Q7,iButton,7/25/22 10:39
13878,7/25/22,10:41:00,C,29,B,SP,Q7,iButton,7/25/22 10:41
13879,7/25/22,10:43:00,C,29.5,B,SP,Q7,iButton,7/25/22 10:43
13880,7/25/22,10:45:00,C,29.5,B,SP,Q7,iButton,7/25/22 10:45
13881,7/25/22,10:47:00,C,30,B,SP,Q7,iButton,7/25/22 10:47
13882,7/25/22,10:49:00,C,30.5,B,SP,Q7,iButton,7/25/22 10:49
13883,7/25/22,10:51:00,C,31,B,SP,Q7,iButton,7/25/22 10:51
13884,7/25/22,10:53:00,C,31,B,SP,Q7,iButton,7/25/22 10:53
13885,7/25/22,10:55:00,C,31.5,B,SP,Q7,iButton,7/25/22 10:55
13886,7/25/22,10:57:00,C,31.5,B,SP,Q7,iButton,7/25/22 10:57
13887,7/25/22,10:59:00,C,32,B,SP,Q7,iButton,7/25/22 10:59
13888,7/25/22,11:01:00,C,32,B,SP,Q7,iButton,7/25/22 11:01
13889,7/25/22,11:03:00,C,32.5,B,SP,Q7,iButton,7/25/22 11:03
13890,7/25/22,11:05:00,C,32.5,B,SP,Q7,iButton,7/25/22 11:05
13891,7/25/22,11:07:00,C,31.5,B,SP,Q7,iButton,7/25/22 11:07
13892,7/25/22,11:09:00,C,32,B,SP,Q7,iButton,7/25/22 11:09
13893,7/25/22,11:11:00,C,32.5,B,SP,Q7,iButton,7/25/22 11:11
13894,7/25/22,11:13:00,C,33,B,SP,Q7,iButton,7/25/22 11:13
13895,7/25/22,11:15:00,C,33.5,B,SP,Q7,iButton,7/25/22 11:15
13896,7/25/22,11:17:00,C,34,B,SP,Q7,iButton,7/25/22 11:17
13897,7/25/22,11:19:00,C,34,B,SP,Q7,iButton,7/25/22 11:19
13898,7/25/22,11:21:00,C,34.5,B,SP,Q7,iButton,7/25/22 11:21
13899,7/25/22,11:23:00,C,34.5,B,SP,Q7,iButton,7/25/22 11:23
13900,7/25/22,11:25:00,C,35,B,SP,Q7,iButton,7/25/22 11:25
13901,7/25/22,11:27:00,C,35,B,SP,Q7,iButton,7/25/22 11:27
13902,7/25/22,11:29:00,C,35,B,SP,Q7,iButton,7/25/22 11:29
13903,7/25/22,11:31:00,C,35,B,SP,Q7,iButton,7/25/22 11:31
13904,7/25/22,11:33:00,C,35.5,B,SP,Q7,iButton,7/25/22 11:33
13905,7/25/22,11:35:00,C,35.5,B,SP,Q7,iButton,7/25/22 11:35
13906,7/25/22,11:37:00,C,36,B,SP,Q7,iButton,7/25/22 11:37
13907,7/25/22,11:39:00,C,36,B,SP,Q7,iButton,7/25/22 11:39
13908,7/25/22,11:41:00,C,36,B,SP,Q7,iButton,7/25/22 11:41
13909,7/25/22,11:43:00,C,36.5,B,SP,Q7,iButton,7/25/22 11:43
13910,7/25/22,11:45:00,C,36.5,B,SP,Q7,iButton,7/25/22 11:45
13911,7/25/22,11:47:00,C,36.5,B,SP,Q7,iButton,7/25/22 11:47
13912,7/25/22,11:49:00,C,36.5,B,SP,Q7,iButton,7/25/22 11:49
13913,7/25/22,11:51:00,C,36.5,B,SP,Q7,iButton,7/25/22 11:51
13914,7/25/22,11:53:00,C,36.5,B,SP,Q7,iButton,7/25/22 11:53
13915,7/25/22,11:55:00,C,37,B,SP,Q7,iButton,7/25/22 11:55
13916,7/25/22,11:57:00,C,36.5,B,SP,Q7,iButton,7/25/22 11:57
13917,7/25/22,11:59:00,C,36.5,B,SP,Q7,iButton,7/25/22 11:59
13918,7/25/22,12:01:00,C,36.5,B,SP,Q7,iButton,7/25/22 12:01
13919,7/25/22,12:03:00,C,36.5,B,SP,Q7,iButton,7/25/22 12:03
13920,7/25/22,12:05:00,C,37,B,SP,Q7,iButton,7/25/22 12:05
